Num_Acc,num_veh,category_veh,obstacle,obstacle_m,choc,manoeuvre
202000000001,B01,7,0,2,2,15
202000000001,A01,33,0,2,1,2
202000000002,A01,7,0,1,2,26
202000000003,B01,7,0,2,1,1
202000000003,A01,7,0,2,8,1
202000000004,A01,7,0,1,3,1
202000000005,B01,7,0,2,2,2
202000000005,A01,7,0,2,5,2
202000000006,B01,2,0,2,2,1
202000000006,A01,10,0,2,1,9
202000000007,A01,7,0,2,2,21
202000000007,B01,7,0,2,6,2
202000000008,B01,7,0,2,3,15
202000000008,A01,2,0,2,1,19
202000000009,A01,7,0,1,2,16
202000000010,A01,7,0,2,1,13
202000000010,B01,7,0,2,2,21
202000000011,A01,7,0,2,2,15
202000000011,B01,1,0,2,5,19
202000000012,A01,7,0,1,3,26
202000000013,A01,7,13,0,1,1
202000000014,B01,1,0,2,4,16
202000000014,A01,7,0,2,2,16
202000000015,A01,7,9,0,1,19
202000000016,C01,7,0,2,1,2
202000000016,D01,7,0,2,1,2
202000000016,A01,7,0,2,1,2
202000000016,B01,7,0,2,4,2
202000000017,A01,30,8,0,3,1
202000000018,A01,7,0,2,6,1
202000000018,B01,7,0,2,1,1
202000000019,A01,7,13,0,2,1
202000000020,A01,10,0,2,1,19
202000000020,B01,10,0,2,0,1
202000000021,Z01,99,0,1,0,26
202000000022,A01,31,1,0,8,1
202000000023,A01,10,8,0,0,0
202000000024,Z01,7,0,2,1,2
202000000024,A01,32,0,2,4,2
202000000025,A01,7,0,2,1,2
202000000025,B01,7,0,0,4,2
202000000026,B01,33,0,2,1,15
202000000026,A01,7,0,2,3,15
202000000027,A01,31,0,2,1,17
202000000027,B01,10,0,2,0,0
202000000028,A01,10,0,1,3,1
202000000029,A01,43,0,0,7,1
202000000030,A01,30,0,2,1,1
202000000030,B01,7,0,2,6,1
202000000031,A01,1,0,2,8,19
202000000031,B01,7,0,2,1,1
202000000032,Z01,2,0,2,7,16
202000000032,B01,1,0,2,8,1
202000000033,A01,7,0,1,4,4
202000000034,A01,50,0,0,1,1
202000000035,A01,1,0,2,5,12
202000000035,B01,7,0,2,3,7
202000000036,A01,7,0,2,3,9
202000000036,B01,30,0,2,1,1
202000000037,A01,7,0,2,2,2
202000000037,B01,7,0,2,3,2
202000000038,B01,33,0,2,1,1
202000000038,A01,7,0,2,3,15
202000000039,B01,7,0,2,2,17
202000000039,A01,7,0,2,6,15
202000000040,A01,7,0,9,1,26
202000000040,B01,7,12,1,0,26
202000000041,A01,7,0,1,6,16
202000000042,B01,33,0,2,8,3
202000000042,A01,7,0,2,0,0
202000000043,B01,32,0,2,4,23
202000000043,A01,7,0,2,1,2
202000000044,A01,7,1,0,1,1
202000000045,A01,7,0,2,1,26
202000000045,C01,7,0,2,1,1
202000000045,B01,7,0,0,4,2
202000000046,A01,7,0,2,1,2
202000000046,B01,7,0,2,9,2
202000000047,A01,32,8,0,1,14
202000000048,A01,7,0,2,3,0
202000000048,B01,7,0,2,3,0
202000000049,A01,31,0,2,1,15
202000000049,B01,7,0,2,1,15
202000000050,B01,7,0,1,6,23
202000000050,A01,7,0,1,6,1
202000000051,A01,7,0,1,8,1
202000000052,B01,7,0,2,8,1
202000000052,A01,33,0,2,3,1
202000000053,A01,33,0,9,2,26
202000000054,A01,2,1,0,1,14
202000000055,A01,7,0,1,3,1
202000000056,A01,7,13,0,2,1
202000000057,A01,7,17,0,2,0
202000000058,A01,7,6,0,7,1
202000000059,A01,7,0,2,3,1
202000000059,B01,1,0,1,2,1
202000000060,A01,33,13,0,1,1
202000000061,A01,7,15,0,9,1
202000000062,B01,33,0,2,1,1
202000000062,A01,7,0,2,2,15
202000000063,C01,10,0,2,5,4
202000000063,A01,7,0,2,1,2
202000000063,B01,7,0,0,4,23
202000000064,A01,7,0,2,4,26
202000000064,B01,7,0,0,1,1
202000000065,A01,33,13,0,0,0
202000000066,A01,30,12,0,1,0
202000000067,A01,7,0,9,3,1
202000000067,B01,1,0,2,7,1
202000000068,A01,7,7,0,7,14
202000000069,A01,7,12,2,3,1
202000000069,B01,7,12,2,2,1
202000000070,A01,2,13,0,1,1
202000000071,A01,7,1,0,1,1
202000000072,A01,7,0,0,9,1
202000000073,A01,7,0,2,8,1
202000000073,B01,7,0,2,1,1
202000000073,C01,33,0,2,8,13
202000000073,D01,33,0,0,0,1
202000000074,A01,7,0,2,2,1
202000000074,B01,7,0,2,3,15
202000000075,A01,15,0,2,5,17
202000000075,B01,1,12,2,8,2
202000000076,A01,10,0,0,0,19
202000000076,B01,1,0,0,0,1
202000000077,A01,7,6,0,3,16
202000000078,A01,7,3,0,0,13
202000000079,A01,7,0,0,0,0
202000000080,B01,10,0,0,4,2
202000000080,A01,7,3,2,1,2
202000000081,A01,7,0,2,2,17
202000000081,B01,10,0,2,3,1
202000000082,A01,2,12,0,1,15
202000000083,A01,7,2,0,3,13
202000000084,A01,7,0,2,5,17
202000000084,B01,2,0,2,3,1
202000000085,B01,7,0,2,3,1
202000000085,A01,7,11,2,3,1
202000000086,A01,33,12,0,1,1
202000000087,A01,7,0,1,2,14
202000000088,A01,7,6,0,2,1
202000000089,B01,7,0,2,3,1
202000000089,A01,7,0,2,3,13
202000000090,A01,7,13,0,3,1
202000000091,A01,7,0,0,0,1
202000000092,B01,7,0,2,4,1
202000000092,A01,7,0,2,1,1
202000000093,B01,33,0,2,1,3
202000000093,A01,7,0,2,4,12
202000000094,A01,7,12,0,1,2
202000000095,A01,34,0,2,8,18
202000000095,B01,7,0,2,2,1
202000000096,B01,7,0,2,6,1
202000000096,A01,7,0,2,9,0
202000000096,C01,7,0,2,2,1
202000000097,A01,7,3,0,1,13
202000000098,B01,33,0,2,8,3
202000000098,A01,10,0,2,5,12
202000000099,A01,33,0,2,1,3
202000000099,B01,7,0,2,5,1
202000000100,B01,7,0,2,7,1
202000000100,A01,7,0,2,3,9
202000000101,B01,7,0,2,5,15
202000000101,A01,34,0,2,2,1
202000000102,A01,7,8,0,2,14
202000000103,B01,7,0,2,1,15
202000000103,A01,10,0,2,5,1
202000000104,A01,7,2,0,1,5
202000000104,B01,7,0,2,0,5
