Num_Acc,category_route,regime_circulation,voie_reserve,profil_route,etat_surface,Infrastructure,situation,nb_voies
201900000067,4,2,0,1,1,0,1,2
201900000068,2,1,0,2,2,9,1,2
201900000069,4,2,0,2,2,0,1,2
201900000070,4,2,0,3,2,0,1,2
201900000071,4,-1,0,1,1,0,1,1
201900000072,4,2,0,1,2,0,1,2
201900000073,5,2,0,1,2,0,1,2
201900000074,4,2,0,1,1,0,1,0
201900000075,4,-1,0,2,2,0,1,2
201900000076,4,2,0,1,1,0,1,2
201900000077,3,2,0,1,2,0,1,0
201900000078,4,2,3,1,1,0,1,6
201900000079,4,2,0,1,1,0,1,2
201900000080,6,2,0,1,1,0,1,2
201900000081,3,2,0,1,2,0,3,2
201900000082,3,2,0,1,1,0,3,2
201900000083,3,2,0,1,1,0,1,2
201900000084,4,2,0,1,1,0,1,2
201900000085,3,2,0,1,1,0,1,1
201900000086,3,2,0,2,1,0,1,2
201900000087,4,1,0,1,1,0,1,1
201900000088,3,2,0,1,1,0,3,2
201900000089,3,2,0,1,1,0,3,2
201900000090,3,2,0,1,2,0,1,2
201900000091,3,2,0,1,1,0,3,2
201900000092,2,3,0,1,1,0,1,2
201900000093,1,1,0,1,1,0,1,8
201900000094,2,1,0,2,1,0,1,3
201900000095,1,1,0,1,1,0,1,2
201900000096,1,1,0,2,1,0,1,1
201900000097,1,3,0,1,1,0,1,8
201900000098,1,3,0,1,1,2,1,10
201900000099,1,3,0,1,1,0,1,6
201900000100,1,3,0,1,1,1,1,9
201900000101,1,3,0,1,1,0,1,3
201900000102,4,2,0,1,1,0,1,2
201900000103,4,2,0,1,1,0,1,2
201900000104,7,2,0,1,1,9,1,4
201900000105,4,2,0,1,1,0,1,2
201900000106,7,2,0,1,1,0,1,2
201900000107,4,2,0,1,1,0,1,2
201900000108,4,2,0,1,1,0,1,2
201900000109,4,3,1,1,1,0,1,3
201900000110,4,1,0,1,1,5,2,1
201900000111,3,2,0,2,1,0,1,2
201900000112,4,-1,0,1,1,0,1,2
201900000113,4,2,0,2,1,0,1,0
201900000114,6,-1,0,2,1,1,1,1
201900000115,4,-1,0,2,1,0,1,2
201900000116,4,2,0,1,1,0,1,1
201900000117,3,2,0,1,1,0,1,2
201900000118,4,1,0,1,1,9,1,1
201900000119,3,-1,0,1,1,0,1,2
201900000120,2,-1,0,1,1,0,1,2
201900000121,4,2,0,1,1,0,1,1
201900000122,2,2,0,1,1,0,1,5
201900000123,4,1,0,2,1,3,1,1
201900000124,4,2,0,1,1,5,1,2
201900000125,3,4,0,1,1,5,1,4
201900000126,3,4,0,1,1,0,1,3
201900000127,4,2,0,1,1,0,1,2
201900000128,4,3,0,1,1,0,1,4
201900000129,4,2,0,2,1,0,1,2
201900000130,4,3,0,2,1,0,1,2
201900000131,4,1,0,1,1,0,1,2
201900000132,3,2,0,1,1,0,1,1
201900000133,9,1,3,1,1,9,3,1
201900000134,3,2,0,1,1,5,3,2
201900000135,3,1,0,1,1,0,1,2
201900000136,4,2,0,1,1,5,1,2
201900000137,4,3,2,2,1,5,1,4
201900000138,7,2,0,1,1,0,1,2
201900000139,4,2,0,1,1,0,1,2
201900000140,9,2,0,1,1,0,1,1
201900000141,3,2,0,1,1,0,1,2
201900000142,4,2,0,1,1,2,1,2
201900000143,4,2,1,1,1,0,1,2
201900000144,4,2,0,1,1,0,1,3
201900000145,4,2,1,1,1,0,1,2
201900000146,4,3,0,1,1,0,1,1
201900000147,4,2,0,1,1,0,1,2
201900000148,4,2,3,1,1,0,1,3
201900000149,3,2,0,1,1,0,1,2
201900000150,3,2,0,1,1,0,1,2
201900000151,3,1,0,1,1,0,1,1
201900000152,3,2,0,1,1,5,1,2
201900000153,3,2,0,1,1,0,1,2
201900000154,3,2,0,1,1,0,4,2
201900000155,3,2,0,1,1,0,1,2
201900000156,3,2,0,3,1,0,1,2
201900000157,9,2,0,1,1,8,1,2
201900000158,3,2,0,1,1,0,3,2
201900000159,6,-1,0,1,1,9,8,2
201900000160,3,2,0,1,7,0,1,2
201900000161,3,2,0,1,1,9,1,2
201900000162,2,2,0,2,1,0,1,2
201900000163,3,4,0,2,1,0,1,2
201900000164,3,2,0,1,1,0,1,2
201900000165,3,2,0,1,1,0,1,2
201900000166,4,2,0,2,1,0,8,2
201900000167,3,2,0,1,1,2,3,2
201900000168,4,2,0,1,1,0,1,2
201900000169,3,2,0,1,1,0,1,2
201900000170,3,2,0,1,1,2,4,2
201900000171,3,2,0,1,1,0,1,2
201900000172,2,2,0,1,1,0,1,2
201900000173,3,2,0,1,1,5,1,2
201900000174,4,2,0,1,1,0,1,2
201900000175,3,2,0,1,1,0,3,2
201900000176,3,2,0,1,1,0,1,3
201900000177,4,2,0,1,1,0,3,2
201900000178,3,2,0,1,1,0,1,2
201900000179,3,2,0,1,1,0,3,2
201900000180,3,2,0,3,1,0,1,2
201900000181,3,2,0,1,1,0,1,2
201900000182,3,2,0,4,1,0,1,1
201900000183,3,2,0,2,1,0,1,2
201900000184,3,2,0,1,1,0,1,2
201900000185,3,2,0,1,1,0,3,2
201900000186,4,2,0,1,1,0,1,2
201900000187,3,2,0,1,1,0,1,2
201900000188,3,2,0,2,1,0,1,2
201900000189,4,2,0,1,1,0,1,2
201900000190,2,2,0,1,1,0,1,2
201900000191,1,1,0,2,1,0,2,2
201900000192,2,3,1,2,1,2,5,4
201900000193,1,1,3,3,1,0,1,4
201900000194,1,1,0,1,1,0,1,4
201900000195,1,1,0,1,1,0,1,4
201900000196,3,2,0,1,1,5,1,3
201900000197,4,1,0,1,1,9,1,1
201900000198,4,2,0,1,1,0,3,2
201900000199,1,3,0,1,1,0,1,4
201900000200,1,3,0,1,1,0,1,4
201900000201,1,3,0,3,1,0,3,4
201900000202,2,2,0,1,1,0,1,2
201900000203,3,2,0,1,1,0,1,2
201900000204,1,1,0,2,1,3,2,1
201900000205,3,2,0,1,1,2,1,2
201900000206,1,2,0,1,1,0,2,3
201900000207,1,3,0,1,1,0,3,2
201900000208,1,1,0,1,1,3,1,1
201900000209,1,3,0,1,1,3,1,3
201900000210,2,2,0,2,1,0,8,2
201900000211,2,2,0,1,2,0,1,2
201900000212,6,2,0,2,1,0,3,2
201900000213,3,2,0,1,1,2,1,2
201900000214,2,2,0,4,1,0,1,2
201900000215,3,2,0,1,1,0,1,2
201900000216,3,2,0,1,1,0,1,2
201900000217,3,2,0,1,1,0,1,2
201900000218,3,2,0,1,1,5,1,2
201900000219,3,2,0,1,1,5,1,2
201900000220,4,2,0,1,1,0,1,2
201900000221,4,2,0,1,1,0,1,2
201900000222,4,2,0,4,1,0,1,2
201900000223,3,2,0,1,1,9,1,2
201900000224,3,2,0,1,1,0,1,2
201900000225,3,2,0,1,1,0,1,2
201900000226,2,2,0,1,1,0,1,2
201900000227,3,2,0,3,1,0,1,2
201900000228,4,-1,0,1,9,0,3,2
201900000229,3,2,0,1,1,0,3,2
201900000230,3,2,0,1,1,5,1,2
201900000231,4,2,0,1,1,5,1,2
201900000232,4,1,0,1,1,5,1,1
201900000233,6,-1,0,1,1,9,8,-1
201900000234,2,2,0,2,1,9,1,2
201900000235,3,2,0,1,1,0,1,2
201900000236,3,2,0,1,1,0,1,2
201900000237,3,2,0,2,1,0,3,2
201900000238,4,2,0,1,2,0,1,2
201900000239,4,2,0,1,1,0,1,2
201900000240,1,3,0,1,2,3,1,2
201900000241,3,2,0,1,1,0,1,2
201900000242,3,2,0,1,1,9,1,2
201900000243,3,2,0,1,1,0,1,2
201900000244,3,2,0,1,2,0,1,2
201900000245,3,2,0,2,1,0,1,2
201900000246,3,2,0,1,1,0,1,2
201900000247,3,2,0,1,1,9,1,2
201900000248,4,2,0,1,2,0,1,2
201900000249,3,2,0,1,1,0,1,2
201900000250,4,2,0,1,1,0,3,2
201900000251,4,2,0,1,2,0,4,2
201900000252,3,2,0,1,1,0,1,2
201900000253,3,2,0,1,1,0,1,2
201900000254,3,2,0,1,1,0,1,2
201900000255,2,3,0,2,1,0,3,4
201900000256,2,3,3,1,1,0,1,4
201900000257,4,1,0,1,1,0,1,1
201900000258,4,2,0,1,1,0,1,2
201900000259,3,2,0,1,1,0,3,2
201900000260,4,2,0,1,1,0,3,2
201900000261,7,2,0,1,1,5,1,2
201900000262,3,2,0,3,1,5,3,2
201900000263,3,2,0,1,2,0,1,2
201900000264,3,2,0,1,1,0,3,2
201900000265,9,2,0,1,1,0,1,2
201900000266,3,2,0,2,2,0,1,2
201900000267,3,2,0,1,1,0,1,2
201900000268,3,2,0,1,1,0,1,2
201900000269,2,3,0,1,1,0,2,4
201900000270,3,2,0,1,1,0,1,2
201900000271,3,2,0,1,1,0,1,2
201900000272,2,3,0,1,1,0,3,4
201900000273,3,2,0,1,1,0,1,2
201900000274,3,2,0,1,1,0,3,2
201900000275,3,2,0,1,1,0,1,2
201900000276,3,2,0,1,1,0,1,2
201900000277,4,2,0,1,2,0,1,2
201900000278,4,2,0,1,1,0,1,2
201900000279,4,2,0,2,1,0,3,2
201900000280,4,2,0,1,1,0,1,2
201900000281,3,2,0,1,1,0,3,2
201900000282,3,2,0,1,1,0,1,2
201900000283,3,2,0,1,1,0,1,2
201900000284,4,2,0,1,1,0,1,2
201900000285,4,2,0,1,1,0,3,2
201900000286,3,2,0,3,1,0,3,2
201900000287,3,2,0,1,1,5,4,2
201900000288,3,2,0,1,9,8,3,2
201900000289,3,2,0,2,1,0,3,2
201900000290,2,3,0,1,1,0,1,4
201900000291,3,2,0,1,1,9,3,2
201900000292,3,3,0,2,1,5,1,4
201900000293,3,2,0,2,1,0,5,2
201900000294,3,2,0,1,1,0,1,2
201900000295,3,2,0,1,1,0,3,2
201900000296,3,2,0,2,1,0,3,2
201900000297,3,2,0,1,1,5,1,2
201900000298,3,2,0,1,1,9,8,2
201900000299,2,2,0,1,2,0,1,4
201900000300,3,2,0,1,1,0,8,2
201900000301,3,2,0,2,1,0,1,2
201900000302,3,2,0,1,2,0,1,2
201900000303,2,3,0,1,1,0,1,4
201900000304,3,3,0,1,1,0,3,2
201900000305,3,2,0,4,1,0,1,2
201900000306,4,2,1,1,1,0,1,3
201900000307,4,2,0,1,1,0,1,2
201900000308,4,2,0,1,1,9,1,2
201900000309,4,3,3,1,1,4,1,6
201900000310,4,2,0,1,1,0,1,2
201900000311,3,2,0,1,1,0,1,2
201900000312,4,1,0,1,1,0,1,1
201900000313,3,3,0,1,1,0,1,0
201900000314,4,2,0,1,1,0,1,2
201900000315,4,2,0,1,1,0,1,2
201900000316,3,2,0,1,1,0,3,2
201900000317,4,2,0,1,1,0,1,2
201900000318,4,2,0,1,1,0,1,2
201900000319,4,2,0,1,1,0,1,2
201900000320,4,2,0,2,1,0,1,1
201900000321,4,1,0,1,2,0,1,2
201900000322,4,-1,0,1,2,0,1,0
201900000323,4,2,0,1,1,0,1,2
201900000324,7,1,0,1,1,0,1,1
201900000325,4,2,0,1,1,1,1,2
201900000326,3,2,0,1,2,0,1,2
201900000327,4,2,0,1,1,9,1,2
201900000328,7,1,0,1,1,0,1,1
201900000329,4,1,0,1,1,5,1,2
201900000330,2,-1,0,1,1,0,1,0
201900000331,4,2,0,1,1,0,1,2
201900000332,7,2,2,1,1,9,1,2
201900000333,4,3,1,1,1,5,1,2
201900000334,9,-1,0,1,1,0,1,0
201900000335,4,1,0,1,1,0,1,1
201900000336,4,2,0,1,2,0,1,2
201900000337,4,2,1,1,2,5,1,1
201900000338,3,2,0,1,1,0,1,2
201900000339,6,-1,0,1,1,0,1,-1
201900000340,4,1,0,1,1,5,1,1
201900000341,3,2,0,1,1,0,1,2
201900000342,4,3,0,1,1,0,1,3
201900000343,4,3,0,1,1,9,1,2
201900000344,4,-1,0,1,1,0,1,3
201900000345,4,2,0,1,1,5,1,0
201900000346,4,1,0,1,1,9,1,1
201900000347,2,3,0,2,1,5,1,4
201900000348,3,2,0,1,1,0,1,2
201900000349,4,2,0,1,1,0,1,2
201900000350,4,-1,0,1,1,0,1,1
201900000351,4,-1,0,1,1,0,1,1
201900000352,4,1,0,1,1,8,1,1
201900000353,4,-1,0,1,2,0,1,1
201900000354,3,2,0,1,1,0,1,2
201900000355,4,2,0,1,1,0,1,2
201900000356,3,1,0,2,2,3,1,1
201900000357,4,2,0,2,2,0,1,2
201900000358,4,2,0,2,2,0,1,2
201900000359,4,2,0,1,1,0,1,0
201900000360,4,1,0,1,1,0,1,2
201900000361,3,-1,0,1,1,0,1,2
201900000362,4,2,0,1,1,0,1,2
201900000363,3,3,0,1,2,0,1,4
201900000364,9,1,0,1,2,0,1,2
201900000365,4,3,0,1,1,0,1,3
201900000366,3,3,0,1,1,0,1,4
201900000367,7,2,0,1,1,0,1,2
201900000368,4,3,1,2,2,5,1,2
201900000369,3,3,0,2,2,3,1,4
201900000370,2,3,0,1,2,3,1,4
201900000371,4,-1,0,1,1,0,1,1
201900000372,4,2,1,1,1,0,1,2
201900000373,3,2,0,1,2,0,1,4
201900000374,4,1,1,1,1,0,1,1
201900000375,4,2,0,1,2,0,1,2
201900000376,3,2,1,1,1,5,1,4
201900000377,4,1,3,1,1,9,1,2
201900000378,4,-1,3,1,1,0,1,-1
201900000379,4,2,0,1,1,0,1,4
201900000380,4,1,0,1,1,0,1,-1
201900000381,4,1,3,1,1,5,1,1
201900000382,4,2,2,2,1,0,1,2
201900000383,3,2,0,1,1,9,1,6
201900000384,3,1,0,1,2,0,1,2
201900000385,4,2,0,1,1,8,1,2
201900000386,4,2,0,1,1,0,1,2
201900000387,3,1,0,1,1,5,1,2
201900000388,4,2,0,1,1,0,1,2
201900000389,3,2,0,1,1,8,1,3
201900000390,3,2,0,2,2,0,3,2
201900000391,4,2,0,1,1,0,3,2
201900000392,4,2,0,1,1,0,1,0
201900000393,4,1,0,1,1,0,1,1
201900000394,3,-1,0,1,1,0,1,2
201900000395,3,2,0,1,1,0,1,2
201900000396,4,2,0,2,1,0,1,2
201900000397,3,2,0,1,2,0,1,2
201900000398,4,2,0,2,2,0,1,2
201900000399,4,2,0,1,1,0,-1,2
201900000400,4,2,0,1,2,6,1,2
201900000401,4,2,0,1,1,0,1,2
201900000402,4,2,0,1,1,0,1,2
201900000403,4,2,0,1,1,0,1,2
201900000404,3,3,0,1,1,0,1,2
201900000405,4,2,0,1,1,5,2,0
201900000406,4,2,0,1,1,0,1,1
201900000407,4,2,0,1,2,0,1,2
201900000408,4,2,0,2,1,0,2,2
201900000409,3,2,0,1,2,0,1,2
201900000410,3,2,0,1,1,0,1,2
201900000411,3,2,0,1,1,0,1,2
201900000412,3,2,0,1,1,0,1,2
201900000413,4,2,0,2,1,0,1,0
201900000414,3,1,1,1,1,0,1,1
201900000415,3,2,0,1,1,0,1,2
201900000416,4,2,0,1,1,0,1,2
201900000417,3,2,1,1,1,0,1,2
201900000418,3,2,0,1,1,5,1,8
201900000419,4,2,0,1,1,0,1,2
201900000420,4,2,0,1,1,5,1,2
201900000421,3,2,0,1,2,9,8,0
201900000422,3,2,1,1,1,0,1,2
201900000423,4,2,0,1,1,0,1,2
201900000424,3,2,0,1,2,0,1,2
201900000425,4,2,0,1,2,0,1,2
201900000426,4,1,0,1,2,0,1,1
201900000427,4,2,0,1,1,0,1,1
201900000428,4,2,0,1,1,0,1,2
201900000429,3,3,0,1,1,0,1,4
201900000430,4,2,1,1,1,9,1,2
201900000431,3,3,0,1,1,0,1,4
201900000432,3,3,0,1,1,0,1,5
201900000433,4,2,0,1,2,0,1,2
201900000434,4,2,0,1,1,0,1,2
201900000435,3,2,0,1,1,0,1,4
201900000436,7,2,0,1,1,0,1,1
201900000437,3,2,2,1,1,0,1,2
201900000438,4,2,0,2,1,0,1,2
201900000439,4,2,0,2,1,0,1,2
201900000440,4,2,0,1,1,0,1,2
201900000441,4,-1,0,1,1,9,1,0
201900000442,4,2,0,1,1,0,1,2
201900000443,3,2,0,1,1,0,1,2
201900000444,3,2,0,1,1,0,1,2
201900000445,4,2,0,1,1,0,1,2
201900000446,3,4,0,1,1,0,1,2
201900000447,7,1,0,1,2,0,1,2
201900000448,3,3,0,1,1,0,4,4
201900000449,3,1,0,1,1,0,1,3
201900000450,3,-1,0,1,2,2,1,6
201900000451,3,1,0,1,2,0,1,3
201900000452,4,-1,0,1,1,0,1,2
201900000453,3,2,0,1,1,0,4,4
201900000454,3,-1,0,1,1,4,1,4
201900000455,3,3,3,1,1,0,1,4
201900000456,3,2,2,1,1,0,1,6
201900000457,3,2,0,1,1,0,1,2
201900000458,9,2,0,1,2,0,1,3
201900000459,9,2,0,1,2,0,1,2
201900000460,3,3,0,1,1,0,1,4
201900000461,3,1,0,1,1,9,1,3
201900000462,4,2,0,1,1,0,2,2
201900000463,3,1,0,1,1,0,1,1
201900000464,3,-1,0,1,1,0,1,0
201900000465,4,1,0,2,1,5,1,0
201900000466,4,2,0,1,1,0,1,2
201900000467,9,-1,0,1,1,9,6,0
201900000468,4,2,0,1,1,0,1,2
201900000469,4,2,3,1,1,0,1,6
201900000470,3,2,0,1,3,9,2,2
201900000471,2,3,0,1,1,0,1,2
201900000472,3,2,0,1,1,0,1,2
201900000473,4,1,0,2,1,0,1,4
201900000474,4,-1,0,1,1,0,1,2
201900000475,4,2,0,1,1,0,1,2
201900000476,4,2,0,1,1,0,1,4
201900000477,4,2,0,1,8,0,1,2
201900000478,4,2,0,1,1,0,1,4
201900000479,4,1,0,1,1,0,1,2
201900000480,4,1,0,2,1,0,1,1
201900000481,4,1,0,1,1,0,1,2
201900000482,4,2,0,1,1,0,1,4
201900000483,4,2,0,1,1,0,1,4
201900000484,4,2,0,1,1,5,1,2
201900000485,4,2,3,1,1,-1,6,5
201900000486,2,2,0,1,1,5,1,4
201900000487,3,2,0,1,1,0,1,4
201900000488,4,3,0,1,1,0,1,4
201900000489,3,2,0,1,1,0,1,2
201900000490,4,3,0,1,2,0,1,1
201900000491,9,2,3,1,1,6,1,1
201900000492,4,2,0,1,1,0,1,2
201900000493,4,2,0,1,2,0,1,2
201900000494,4,2,0,1,1,0,1,2
201900000495,3,2,0,2,1,0,1,2
201900000496,3,1,0,1,1,0,1,1
201900000497,3,2,0,2,2,0,1,2
201900000498,3,3,0,2,1,9,1,3
201900000499,4,2,0,1,1,5,1,2
201900000500,4,2,0,1,1,0,1,3
201900000501,4,2,0,1,1,0,1,2
201900000502,3,2,0,1,2,0,1,8
201900000503,3,2,3,4,2,0,1,4
201900000504,4,1,0,1,1,0,1,1
201900000505,3,3,0,1,1,0,1,-1
201900000506,4,3,0,1,1,0,1,4
201900000507,5,2,0,2,1,6,1,1
201900000508,4,1,0,1,1,0,1,1
201900000509,3,2,0,1,1,0,1,2
201900000510,3,2,0,1,2,0,1,1
201900000511,3,2,0,1,2,0,1,2
201900000512,2,3,0,1,2,0,1,4
201900000513,3,2,0,1,1,0,3,2
201900000514,3,2,0,1,1,0,1,2
201900000515,4,2,0,2,1,0,1,2
201900000516,3,2,0,1,1,0,1,2
201900000517,3,2,0,1,2,0,1,2
201900000518,3,2,0,1,1,0,1,2
201900000519,2,2,0,2,2,0,3,2
201900000520,4,2,0,2,1,0,1,2
201900000521,3,2,0,3,2,0,1,2
201900000522,3,2,0,1,2,0,1,2
201900000523,4,2,0,1,1,0,1,2
201900000524,3,2,0,1,1,0,1,2
201900000525,3,2,0,1,1,0,1,2
201900000526,4,2,0,2,1,0,1,2
201900000527,3,2,0,2,2,0,3,2
201900000528,4,2,0,1,1,0,1,2
201900000529,3,2,0,1,1,0,3,2
201900000530,3,2,0,1,1,0,1,2
201900000531,3,2,0,3,1,0,1,2
201900000532,3,2,0,1,1,9,1,2
201900000533,3,1,0,1,1,0,1,1
201900000534,3,2,0,1,1,0,1,2
201900000535,3,2,0,2,1,2,8,2
201900000536,3,2,0,1,1,0,1,2
201900000537,3,2,0,1,2,1,1,2
201900000538,3,2,0,2,1,0,1,2
201900000539,3,2,0,1,1,0,1,2
201900000540,3,2,0,1,1,0,3,2
201900000541,3,2,0,1,1,0,1,2
201900000542,3,2,0,3,2,0,3,2
201900000543,4,2,0,1,2,0,1,2
201900000544,2,2,0,1,1,0,1,2
201900000545,3,2,0,1,1,9,1,2
201900000546,4,2,0,2,1,0,1,2
201900000547,4,3,0,2,1,0,1,2
201900000548,4,2,0,1,1,0,1,2
201900000549,4,2,0,1,1,0,1,2
201900000550,3,2,0,1,1,0,1,2
201900000551,3,3,0,1,2,0,1,4
201900000552,7,1,0,1,1,0,1,3
201900000553,4,2,0,2,1,0,1,4
201900000554,2,2,0,1,1,0,1,2
201900000555,3,2,0,1,1,0,1,2
201900000556,4,1,0,1,1,0,1,4
201900000557,4,2,0,1,1,0,1,4
201900000558,4,2,-1,1,1,0,1,4
201900000559,4,2,0,1,2,0,1,3
201900000560,4,2,0,1,1,0,1,2
201900000561,4,2,0,1,1,0,1,3
201900000562,4,2,0,1,1,0,1,4
201900000563,4,2,3,1,2,-1,6,3
201900000564,4,2,0,1,2,0,1,2
201900000565,4,2,0,1,2,0,1,2
201900000566,4,3,0,1,1,0,1,2
201900000567,4,2,0,1,2,0,1,2
201900000568,4,2,-1,2,2,0,1,4
201900000569,4,1,-1,1,2,0,1,1
201900000570,4,2,0,1,2,5,1,4
201900000571,3,2,0,2,1,0,1,3
201900000572,3,1,0,2,1,2,1,1
201900000573,3,3,0,1,1,0,1,2
201900000574,3,2,1,1,1,8,4,4
201900000575,5,1,0,1,2,0,8,1
201900000576,3,3,0,1,2,0,1,2
201900000577,4,2,0,1,2,0,2,2
201900000578,3,2,0,1,1,2,1,4
201900000579,3,1,0,1,1,0,1,4
201900000580,3,2,0,1,1,0,1,4
201900000581,3,2,3,1,2,0,1,2
201900000582,4,1,0,2,2,9,1,1
201900000583,4,2,0,1,1,0,1,2
201900000584,3,2,0,1,1,9,1,2
201900000585,4,-1,0,1,1,0,1,8
201900000586,9,-1,0,1,1,0,1,0
201900000587,3,2,0,2,1,0,1,2
201900000588,3,3,0,2,1,0,1,2
201900000589,9,3,0,1,2,6,1,0
201900000590,4,2,0,2,1,0,8,2
201900000591,3,2,3,2,1,6,6,1
201900000592,7,2,0,1,1,0,1,2
201900000593,3,2,0,1,1,0,1,5
201900000594,9,1,0,1,1,0,1,1
201900000595,3,2,0,1,1,0,1,2
201900000596,3,2,0,2,1,0,1,2
201900000597,3,2,0,1,2,0,4,2
201900000598,3,2,0,1,2,0,1,2
201900000599,4,2,1,1,1,0,1,2
201900000600,3,3,0,4,3,9,3,4
201900000601,3,2,0,1,1,5,1,2
201900000602,3,2,0,1,8,0,3,2
201900000603,3,2,0,1,1,5,1,2
201900000604,9,2,0,1,1,6,1,2
201900000605,4,2,0,1,2,0,3,2
201900000606,2,-1,0,1,1,0,1,1
201900000607,2,2,0,1,1,0,1,2
201900000608,3,2,0,2,1,0,1,2
201900000609,4,2,0,1,1,0,1,2
201900000610,4,1,0,1,1,9,1,1
201900000611,3,2,0,1,1,0,1,2
201900000612,4,-1,0,2,6,0,8,2
201900000613,3,2,0,2,1,0,1,2
201900000614,3,2,0,1,1,0,1,2
201900000615,4,2,0,1,1,0,1,2
201900000616,3,2,0,1,1,0,1,2
201900000617,4,-1,0,2,1,0,1,1
201900000618,4,2,0,1,2,0,1,2
201900000619,3,2,0,1,2,0,1,1
201900000620,4,2,0,2,1,0,1,2
201900000621,9,1,0,1,6,0,6,1
201900000622,3,3,0,1,1,0,3,4
201900000623,3,2,0,1,2,9,1,2
201900000624,3,2,0,1,2,0,1,2
201900000625,3,2,0,2,1,0,1,2
201900000626,3,2,0,1,1,0,1,2
201900000627,3,2,0,1,2,2,1,2
201900000628,2,2,0,1,2,9,1,2
201900000629,1,3,0,2,1,0,8,4
201900000630,1,1,0,1,1,0,1,2
201900000631,1,3,0,1,2,0,1,3
201900000632,2,2,0,1,1,0,3,2
201900000633,2,2,0,2,1,0,1,2
201900000634,3,2,0,1,1,0,1,2
201900000635,3,1,0,1,1,0,1,1
201900000636,4,2,0,2,1,0,1,2
201900000637,3,2,0,1,1,0,3,2
201900000638,3,2,0,1,1,0,1,2
201900000639,4,2,0,2,1,0,1,2
201900000640,3,2,0,1,2,9,1,3
201900000641,4,2,0,1,1,5,1,2
201900000642,3,2,0,2,2,0,3,2
201900000643,3,2,0,1,1,0,1,2
201900000644,3,2,0,1,1,0,1,2
201900000645,4,1,0,1,1,0,1,1
201900000646,7,3,0,1,2,4,3,2
201900000647,7,3,0,1,1,0,1,2
201900000648,1,-1,0,1,1,0,1,3
201900000649,1,3,0,1,1,0,1,3
201900000650,1,3,0,1,1,0,1,6
201900000651,1,3,0,1,1,0,1,6
201900000652,1,3,0,1,2,0,1,2
201900000653,1,3,0,1,2,0,1,8
201900000654,3,2,0,1,2,0,1,2
201900000655,1,-1,0,1,1,0,1,6
201900000656,1,1,0,1,1,0,1,3
201900000657,2,1,0,1,2,1,1,1
201900000658,1,3,0,1,1,0,1,4
201900000659,1,3,0,1,2,0,1,4
