Num_Acc,jour,mois,an,hr,condition_eclairage,departement,commune,condition_agglomeration,intersection,condition_atmosphere,type_collision,adresse,lattitude,longitude
201500000043,25,4,15,23,3,59,590,1,1,2,6,,0.0,0.0
201500000044,14,5,15,6,2,59,84,1,1,1,6,975 Rte Nationale,50.68342,2.37481
201500000045,24,5,15,0,3,59,295,1,2,1,3,,0.0,0.0
201500000046,24,5,15,21,3,59,295,1,1,1,6,,0.0,0.0
201500000047,8,7,15,16,1,59,497,1,1,1,5,,0.0,0.0
201500000048,22,7,15,19,1,59,497,1,1,1,3,,0.0,0.0
201500000049,23,7,15,9,1,59,308,1,1,1,5,,0.0,0.0
201500000050,30,7,15,13,1,59,578,1,1,2,5,,0.0,0.0
201500000051,3,9,15,17,1,59,295,2,1,1,6,morbecque,0.0,0.0
201500000052,3,10,15,19,3,59,91,1,1,1,1,,0.0,0.0
201500000053,5,10,15,14,1,59,590,1,1,2,6,,0.0,0.0
201500000054,12,10,15,14,1,59,84,1,1,1,6,,0.0,0.0
201500000055,3,11,15,18,3,59,416,1,1,1,3,,0.0,0.0
201500000056,12,1,15,8,5,59,401,2,1,1,6,rue nationale,50.755,2.643
201500000057,6,5,15,8,1,59,86,2,1,1,6,515 rue godewaersvelde,0.0,0.0
201500000058,28,11,15,15,1,59,237,1,1,1,6,,0.0,0.0
201500000059,28,4,15,14,1,59,268,2,1,7,3,Rue de  la Lys,50.656,2.764
201500000060,12,7,15,6,1,59,268,2,1,1,6,,0.0,0.0
201500000061,23,8,15,17,1,59,212,1,1,1,6,,0.0,0.0
201500000062,2,11,15,9,1,59,268,2,1,5,3,138 rue gendarmerie,50.641,2.722
201500000063,17,11,15,7,1,59,180,1,1,1,1,,50.677,2.684
201500000064,13,1,15,8,2,59,400,2,1,2,6,43 RUE VICTORINE DEROIDE,0.0,0.0
201500000065,18,9,15,16,1,59,400,1,1,2,7,,0.0,0.0
201500000066,16,10,15,22,3,59,615,1,1,2,6,,0.0,0.0
201500000067,8,11,15,18,2,59,423,2,3,1,3,72 rue de cassel,0.0,0.0
201500000068,16,12,15,14,1,59,615,1,1,1,6,,0.0,0.0
201500000069,29,12,15,8,1,59,400,1,1,1,1,,0.0,0.0
201500000070,9,1,15,14,1,59,119,1,1,6,7,,0.0,0.0
201500000071,27,2,15,13,1,59,318,1,1,1,1,,0.0,0.0
201500000072,17,4,15,17,1,59,135,2,1,1,6,La Place,0.0,0.0
201500000073,22,4,15,19,1,59,587,1,1,1,5,,0.0,0.0
201500000074,19,6,15,10,1,59,669,1,1,1,3,Rte de Bavinchove,50.79349,2.44123
201500000075,5,7,15,11,1,59,546,1,3,1,3,,0.0,0.0
201500000076,2,8,15,15,1,59,443,1,1,1,7,,0.0,0.0
201500000077,3,10,15,13,1,59,135,1,1,1,3,,0.0,0.0
201500000078,30,10,15,16,1,59,318,1,1,1,1,,0.0,0.0
201500000079,4,12,15,20,3,59,580,1,1,1,6,,0.0,0.0
201500000080,13,12,15,7,3,59,546,1,1,2,6,,0.0,0.0
201500000081,4,3,15,7,1,59,124,1,9,1,1,,0.0,0.0
201500000082,13,6,15,17,1,59,44,1,8,1,3,,50.61924,3.21996
201500000083,12,11,15,3,3,59,44,1,1,1,6,,0.0,0.0
201500000084,9,8,15,12,1,59,168,2,1,1,6,route de genech,0.0,0.0
201500000085,8,10,15,14,1,59,523,2,1,1,7,Rue d'Anstaing,0.0,0.0
201500000086,25,10,15,4,5,59,96,2,1,1,7,rue du 24 août,0.0,0.0
201500000087,3,11,15,20,3,59,258,1,1,1,7,,0.0,0.0
201500000088,9,11,15,7,2,59,523,1,1,1,1,,0.0,0.0
201500000089,30,11,15,18,3,59,168,1,1,2,7,,0.0,0.0
201500000090,18,12,15,16,1,59,523,1,1,8,3,,0.0,0.0
201500000091,29,3,15,11,1,59,482,2,1,3,6,rue poincar?,0.0,0.0
201500000092,5,5,15,12,1,59,611,1,1,6,2,LAMBERSART RUE DE,50.66572,3.00818
201500000093,22,5,15,11,1,59,611,2,1,1,1,CHEMIN DE QUESNOY,50.69039,2.99471
201500000094,11,8,15,23,3,59,482,1,6,1,6,,0.0,0.0
201500000095,1,11,15,10,1,59,252,1,1,1,6,,0.0,0.0
201500000096,28,11,15,11,1,59,252,2,6,7,6,rue d'armentieres,0.0,0.0
201500000097,17,12,15,12,1,59,252,1,1,1,3,,0.0,0.0
201500000098,7,2,15,14,1,59,221,1,1,1,3,,50.324,3.515
201500000099,12,5,15,23,3,59,166,1,1,1,5,Route départemenetale,50.32819,3.59317
201500000100,3,7,15,22,3,59,166,1,1,1,7,Route de Sebourg,50.33156,3.62081
201500000101,23,2,15,20,3,59,391,1,1,1,2,,0.0,0.0
201500000102,8,11,15,9,1,59,38,1,1,7,2,,0.0,0.0
201500000103,14,11,15,1,3,59,285,2,1,2,7,RUE JULES BOUCLY,0.0,0.0
201500000104,27,11,15,19,5,59,38,2,1,1,6,86 rue Gabriel Péri,0.0,0.0
201500000105,2,4,15,19,2,59,335,2,1,1,3,2081 route de Roubaix,0.0,0.0
201500000106,19,4,15,6,2,59,181,1,1,1,3,,0.0,0.0
201500000107,16,5,15,19,1,59,181,1,1,1,1,Rte Nationale,50.18664,3.95175
201500000108,5,7,15,19,1,59,290,1,1,1,6,,0.0,0.0
201500000109,27,7,15,4,3,59,50,1,1,2,1,Route Nationale,50.1439,3.94777
201500000110,10,8,15,14,1,59,529,1,1,1,1,,0.0,0.0
201500000111,6,10,15,14,1,59,218,1,1,1,1,,0.0,0.0
201500000112,18,10,15,4,3,59,333,1,1,8,7,,0.0,0.0
201500000113,6,11,15,18,5,59,35,2,1,2,6,rue des laguettes,0.0,0.0
201500000114,4,1,15,19,5,59,249,2,5,1,6,rue du g?n?ral de Gaulle,0.0,0.0
201500000115,10,1,15,23,5,59,249,2,1,1,6,rue censier,0.0,0.0
201500000116,6,3,15,15,1,59,249,1,1,1,6,R de la Fontaine Alturie,49.99663,4.03724
201500000117,27,3,15,13,1,59,12,1,1,1,6,Rue d'Hirson,49.97217,4.08481
201500000118,6,4,15,21,3,59,12,1,1,1,7,,0.0,0.0
201500000119,2,8,15,22,3,59,249,2,1,1,3,Rue du fief,0.0,0.0
201500000120,3,9,15,18,1,59,249,2,7,3,6,place georges coppeaux,0.0,0.0
201500000121,26,10,15,18,2,59,249,1,9,1,1,,0.0,0.0
201500000122,11,3,15,17,1,59,353,1,1,1,6,,0.0,0.0
201500000123,17,4,15,20,2,59,464,1,1,1,1,,0.0,0.0
201500000124,11,9,15,8,1,59,464,1,1,1,3,,0.0,0.0
201500000125,13,12,15,18,3,59,331,1,1,8,1,,0.0,0.0
201500000126,2,5,15,18,1,59,525,2,1,1,2,40 route d'avesnes,0.0,0.0
201500000127,9,5,15,15,1,59,226,1,1,1,3,,0.0,0.0
201500000128,15,6,15,7,1,59,525,1,1,1,6,,0.0,0.0
201500000129,5,7,15,19,1,59,601,1,1,1,6,,0.0,0.0
201500000130,6,9,15,14,1,59,493,1,1,1,1,,0.0,0.0
201500000131,12,9,15,16,1,59,445,1,1,1,5,,0.0,0.0
201500000132,21,10,15,15,1,59,601,1,1,1,1,,0.0,0.0
201500000133,28,1,15,8,1,59,455,1,2,1,1,,0.0,0.0
201500000134,7,4,15,9,1,59,322,2,1,1,6,rue Clémenceau,0.0,0.0
201500000135,1,1,15,4,3,59,502,1,1,5,7,,0.0,0.0
201500000136,27,1,15,7,1,59,412,1,1,2,3,,0.0,0.0
201500000137,11,5,15,21,1,59,430,2,1,1,7,Place du commerce,0.0,0.0
201500000138,23,6,15,0,5,59,136,2,1,1,3,carrefour de l'hosteller,0.0,0.0
201500000139,4,8,15,1,5,59,136,2,1,1,6,Av De lattre de Tassigny,50.09775,3.54198
201500000140,23,8,15,11,1,59,450,2,1,1,6,rue du capitaine d'arch,0.0,0.0
201500000141,12,10,15,18,1,59,137,1,1,1,7,,0.0,0.0
201500000142,5,11,15,18,5,59,136,2,1,2,6,,0.0,0.0
201500000143,13,11,15,2,3,59,465,1,1,1,7,,0.0,0.0
201500000144,5,1,15,7,2,59,139,2,1,9,6,,0.0,0.0
201500000145,7,3,15,9,1,59,139,2,8,1,6,,0.0,0.0
201500000146,22,4,15,17,1,59,139,2,9,1,3,route départementale,0.0,0.0
201500000147,2,5,15,5,3,59,139,1,1,1,3,,0.0,0.0
201500000148,6,5,15,10,1,59,139,2,9,1,6,boulevard du 08 mai 1945,0.0,0.0
201500000149,8,6,15,14,1,59,63,2,1,1,6,73 rue victor watremez,0.0,0.0
201500000150,2,8,15,15,1,59,321,2,1,1,6,35 rue de l'enfer,0.0,0.0
201500000151,25,7,15,11,1,59,139,2,1,1,6,rue gambetta,0.0,0.0
201500000152,25,9,15,11,1,59,139,2,2,1,6,Rue Roger Salengro,0.0,0.0
201500000153,14,2,15,17,1,59,631,1,1,2,6,Rue de Cambrai,50.08212,3.32218
201500000154,6,7,15,21,1,59,118,2,1,1,3,,0.0,0.0
201500000155,5,3,15,19,5,59,377,2,1,1,5,RUE DE CAMBRAI,0.0,0.0
201500000156,20,8,15,14,1,59,176,1,2,1,3,Rte départementale,50.13471,3.00647
201500000157,3,11,15,14,1,59,125,1,1,1,1,,0.0,0.0
201500000158,28,12,15,20,3,59,500,1,1,1,2,,0.0,0.0
201500000159,25,4,15,5,2,59,537,1,1,2,1,,0.0,0.0
201500000160,7,5,15,8,2,59,289,1,1,1,3,,0.0,0.0
201500000161,14,7,15,10,1,59,612,1,1,1,1,,0.0,0.0
201500000162,25,7,15,0,3,59,571,1,1,1,3,,0.0,0.0
201500000163,10,9,15,11,1,59,571,2,1,1,6,51 rue de l'abbaye,0.0,0.0
201500000164,20,11,15,15,1,59,608,2,1,2,1,rue de valenciennes,0.0,0.0
201500000165,28,11,15,8,2,59,108,1,1,8,1,,0.0,0.0
201500000166,2,12,15,11,1,59,571,1,1,1,6,,0.0,0.0
201500000167,5,12,15,9,3,59,571,1,1,1,6,,0.0,0.0
201500000168,18,3,15,18,1,59,409,1,1,1,6,,0.0,0.0
201500000169,22,3,15,18,1,59,15,2,1,1,1,40 Rue du Marais,50.27909,3.1102
201500000170,10,4,15,2,3,59,126,1,6,1,7,,0.0,0.0
201500000171,12,5,15,17,1,59,15,2,1,1,2,Avenue de la gare,0.0,0.0
201500000172,19,5,15,7,1,59,126,1,1,1,4,,0.0,0.0
201500000173,17,11,15,11,1,59,199,2,1,2,3,rue de la mairie,50.324,3.172
201500000174,20,11,15,8,2,59,126,2,1,2,1,"35, rue  roucourt",50.321,3.133
201500000175,25,11,15,17,5,59,15,2,1,2,7,Rue Geoges Lefebvre,50.287,3.107
201500000176,31,12,15,13,1,59,409,2,1,1,3,rue voltaire,50.308,3.21
201500000177,17,4,15,18,1,59,449,2,1,1,6,CD938,0.0,0.0
201500000178,5,6,15,11,1,59,449,2,1,1,6,rue jules rieu cd 938,0.0,0.0
201500000179,8,7,15,11,1,59,449,2,6,2,7,CD 938,0.0,0.0
201500000180,25,9,15,21,5,59,80,2,1,1,6,759 rue jacques varlet,0.0,0.0
201500000181,11,11,15,12,1,59,158,2,3,1,1,route nationale,0.0,0.0
201500000182,8,1,15,4,5,59,584,1,2,3,3,,0.0,0.0
201500000183,15,1,15,16,1,59,70,1,1,2,1,,0.0,0.0
201500000184,13,3,15,0,3,59,277,1,1,1,6,,0.0,0.0
201500000185,14,4,15,0,3,59,357,1,1,1,7,Rue de Mons,50.29773,3.86243
201500000186,22,5,15,20,1,59,53,2,1,1,1,rue des platanes,0.0,0.0
201500000187,27,6,15,8,1,59,6,2,1,1,1,route de bavay,0.0,0.0
201500000188,5,7,15,16,1,59,357,1,1,2,7,,0.0,0.0
201500000189,27,10,15,13,1,59,618,1,1,1,3,,0.0,0.0
201500000190,4,12,15,17,3,59,357,2,9,1,1,route de feignies,0.0,0.0
201500000191,7,1,15,12,1,59,619,1,1,1,3,,50.908,3.082
201500000192,31,12,15,17,3,59,151,1,1,1,5,,0.0,0.0
201500000193,1,3,15,6,2,62,260,1,1,2,3,,50.38602,2.25198
201500000194,19,4,15,4,3,62,415,1,1,1,6,,50.33404,2.63188
201500000195,30,1,15,8,1,62,799,1,1,4,2,,0.0,0.0
201500000196,6,2,15,21,3,62,894,1,1,1,5,,50.76238,1.63572
201500000197,28,6,15,11,1,62,751,1,1,1,6,,0.0,0.0
201500000198,19,7,15,18,1,62,894,1,1,1,2,,0.0,0.0
201500000199,23,9,15,23,3,62,160,1,1,1,1,,0.0,0.0
201500000200,8,10,15,10,1,62,887,1,1,1,6,,0.0,0.0
201500000201,10,12,15,17,1,62,160,1,1,1,3,,0.0,0.0
201500000202,26,12,15,16,1,62,235,1,1,1,6,,0.0,0.0
201500000203,5,4,15,21,3,62,731,1,1,1,1,,50.08088,3.01845
201500000204,27,6,15,18,1,62,5,1,1,1,7,,50.12807,2.78359
201500000205,16,10,15,4,3,62,79,1,1,2,6,,50.1021,2.89122
201500000206,3,11,15,16,2,62,387,1,1,1,3,,50.10687,2.80805
201500000207,10,11,15,16,1,62,830,2,1,1,3,,50.08871,3.09317
201500000208,14,3,15,15,1,62,115,1,1,1,7,,50.26079,2.6666
201500000209,26,5,15,18,1,62,579,2,2,1,3,rue d'arras,50.18183,2.6578
201500000210,2,8,15,20,1,62,272,1,1,1,6,,50.17759,2.69243
201500000211,27,9,15,21,3,62,800,1,1,1,1,,50.15024,2.57465
201500000212,17,12,15,9,1,62,85,1,1,1,1,,50.23204,2.63282
201500000213,7,6,15,15,1,62,594,1,1,1,3,,50.15976,2.86168
201500000214,29,6,15,8,1,62,384,1,2,1,3,,50.15024,3.08158
201500000215,22,5,15,13,1,62,369,1,1,1,2,,50.33256,2.90494
201500000216,22,5,15,16,1,62,589,1,1,1,1,,50.35327,2.68076
201500000217,8,6,15,17,1,62,557,1,1,1,3,,50.3388,2.73022
201500000218,28,6,15,9,1,62,861,2,3,1,3,RUE VICTOR HUGO,50.3762,2.80639
201500000219,3,7,15,22,3,62,1,1,1,1,6,,50.3939,2.68274
201500000220,12,8,15,6,2,62,320,1,6,1,3,,50.31524,2.68372
201500000221,25,10,15,22,1,62,1,2,1,1,2,"139, rue marcel lancino",50.39385,2.70542
201500000222,2,11,15,7,2,62,557,1,2,5,4,,50.33064,2.7175
201500000223,11,1,15,11,1,62,152,1,1,1,3,,50.21248,2.8065
201500000224,14,1,15,8,2,62,697,1,2,1,3,,50.26204,3.02261
201500000225,13,5,15,9,1,62,718,2,1,1,5,RD42 Rue d'Arras,50.29934,2.88737
201500000226,22,6,15,17,1,62,259,2,1,2,6,"RD 5 , Grand place",50.19966,2.87732
201500000227,22,7,15,15,1,62,384,1,1,1,6,,50.15224,3.09104
201500000228,10,9,15,14,1,62,414,2,3,7,3,rue du Général de Gaulle,50.25144,2.95922
201500000229,25,9,15,7,1,62,81,2,1,1,1,,50.21328,3.06259
201500000230,2,11,15,7,2,62,582,1,1,5,5,,50.25637,2.90777
201500000231,21,12,15,11,1,62,582,1,2,1,3,,50.26208,2.88531
201500000232,13,1,15,15,1,62,865,2,1,2,3,Rue de Sailly,50.31221,2.98943
201500000233,15,3,15,9,1,62,383,1,1,2,7,,50.31078,3.06588
201500000234,28,3,15,8,1,62,405,2,1,1,7,D43,50.29031,2.95981
201500000235,25,5,15,15,1,62,865,1,1,1,3,,50.33191,2.98517
201500000236,19,6,15,23,5,62,128,2,1,1,6,2 rue Jules Guesdes,50.31761,2.94412
201500000237,11,7,15,15,1,62,128,1,1,1,7,,50.32252,2.93756
201500000238,22,8,15,16,1,62,128,1,1,7,3,,50.31931,2.92912
201500000239,4,9,15,9,1,62,865,2,1,1,6,rue de la mairie RD 39,50.32589,2.98131
201500000240,26,10,15,9,1,62,128,1,8,1,1,,50.31311,2.92941
201500000241,29,12,15,16,1,62,865,1,1,1,2,,50.32869,3.00514
201500000242,29,12,15,22,3,62,865,1,1,2,7,,50.3403,2.98283
201500000243,15,5,15,8,1,62,701,1,2,1,3,,50.57209,2.3505
201500000244,5,6,15,11,1,62,512,2,1,7,3,rue d'Enquin,50.56954,2.33826
201500000245,12,6,15,7,2,62,190,1,1,2,6,,50.59006,2.51637
201500000246,15,6,15,18,1,62,473,2,1,1,6,rue de l'église de ber,50.61111,2.47597
201500000247,29,6,15,20,1,62,162,1,1,7,2,,50.57577,2.42408
201500000248,28,6,15,15,1,62,473,2,1,1,1,Rue Roger Salengro,50.61875,2.47133
201500000249,31,8,15,15,1,62,473,2,2,2,3,D187,50.62724,2.45655
201500000250,9,10,15,22,3,62,376,1,1,1,6,,50.56102,2.60473
201500000251,29,11,15,4,5,62,313,2,1,2,6,Chaussée brunehaut,50.59023,2.3255
201500000252,8,12,15,18,5,62,313,2,1,2,1,660 chaussée Brunehaut,50.58894,2.32695
201500000253,13,2,15,17,3,62,454,1,1,1,1,,50.55604,2.60884
201500000254,12,4,15,15,1,62,502,2,2,1,3,1965 route de Béthune,50.60542,2.69261
201500000255,30,4,15,17,1,62,736,2,1,1,6,,50.65773,2.7865
201500000256,2,9,15,15,1,62,338,1,1,1,7,,50.63978,2.8148
201500000257,15,1,15,19,3,62,268,1,1,2,3,,50.66043,1.84302
201500000258,2,4,15,16,1,62,759,1,1,1,6,,50.65263,1.88232
201500000259,1,7,15,18,1,62,268,2,1,7,2,"rue Jean macé, desvres",50.66697,1.84069
201500000260,19,7,15,20,1,62,214,1,1,7,1,,50.65899,1.70094
201500000261,28,7,15,3,3,62,853,2,1,1,6,rue du centre,50.67102,1.91387
201500000262,7,8,15,6,1,62,165,1,1,1,7,,50.70174,1.82125
201500000263,6,9,15,17,1,62,268,2,1,1,1,,50.67859,1.83109
201500000264,25,9,15,8,2,62,268,2,1,7,6,100 RUE DES NODINGUES,50.6701,1.83264
201500000265,13,2,15,16,1,62,889,1,1,8,7,,50.75715,1.73501
201500000266,15,4,15,18,1,62,899,2,1,1,3,AV GEORGES CLEMENCEAU,50.88373,1.66382
201500000267,22,10,15,7,2,62,25,2,3,1,1,RD940,50.81283,1.60611
201500000268,26,11,15,7,5,62,329,2,1,8,6,rue Louis le senechal,50.83147,1.75791
201500000269,17,1,15,2,5,62,604,2,1,4,6,avenue francois 1er,50.63153,1.59104
201500000270,17,12,15,17,5,62,408,1,1,1,2,,50.9044,1.86879
201500000271,6,4,15,22,3,62,170,2,1,1,6,29 rue des blattiers,50.41914,2.684
201500000272,14,5,15,17,1,62,170,2,3,2,3,Rue de Lucheux,50.43316,2.67485
201500000273,5,8,15,20,1,62,380,1,1,7,7,,50.4067,2.6361
201500000274,13,9,15,23,4,62,443,1,1,2,3,,50.43883,2.6564
201500000275,20,12,15,15,1,62,443,1,1,1,5,,50.44234,2.64424
201500000276,2,1,15,15,1,62,21,1,1,7,6,,50.50713,1.85031
201500000277,16,3,15,12,1,62,312,1,2,1,3,,50.49719,1.8174
201500000278,19,4,15,11,1,62,870,1,1,1,3,,50.42552,1.71953
201500000279,5,7,15,23,3,62,102,1,1,1,3,,50.64922,1.90464
201500000280,10,7,15,15,1,62,176,2,1,1,3,ROUTE DEPARTEMENTALE 939,50.49908,1.69532
201500000281,19,8,15,23,3,62,466,1,1,2,6,,50.49787,1.892
201500000282,14,10,15,11,1,62,545,2,1,1,6,RUE PRINCIPALE,50.54656,1.93539
201500000283,30,1,15,1,3,62,201,2,1,1,6,route de widehem,50.56563,1.62163
201500000284,3,7,15,20,1,62,318,2,1,1,3,bd de l'impératrice,50.51596,1.63366
201500000285,26,8,15,15,1,62,241,1,1,1,1,,50.56454,1.72606
201500000286,30,9,15,15,1,62,318,2,1,1,2,boulevard Descellers,50.51828,1.63042
201500000287,1,10,15,13,1,62,318,2,1,1,6,boulevard Lefèvre,50.51659,1.64229
201500000288,16,10,15,12,1,62,318,2,1,2,6,rue des berceaux,50.51529,1.64226
201500000289,28,10,15,9,1,62,201,1,1,2,6,,50.54921,1.61872
201500000290,8,2,15,15,1,62,745,2,1,1,6,RUE DE MARENLA,50.46706,1.90137
201500000291,12,2,15,16,1,62,783,2,1,1,6,656 rue du haut,50.34599,1.85577
201500000292,15,5,15,18,1,62,257,2,1,2,7,chemin de fruges,50.49363,2.06265
201500000293,24,5,15,14,1,62,871,2,3,1,1,rue principale,50.42787,2.02298
201500000294,28,6,15,11,1,62,481,1,1,1,6,,50.28172,1.9809
201500000295,6,10,15,17,1,62,204,2,1,1,1,rue jean jacques,50.39558,1.86705
201500000296,26,10,15,17,2,62,743,1,1,1,3,,50.35228,2.03456
201500000297,5,11,15,21,3,62,359,1,1,2,6,,50.44296,2.07908
201500000298,3,2,15,17,2,62,431,2,1,1,6,12 rue gaillot,50.65706,2.2173
201500000299,28,5,15,9,1,62,313,1,1,1,3,,50.58725,2.32988
201500000300,11,6,15,8,1,62,14,1,3,7,6,,50.63815,2.39665
201500000301,13,6,15,18,1,62,543,1,2,1,3,,50.61636,2.30404
201500000302,18,6,15,18,1,62,875,2,1,1,1,rue pottier,50.70905,2.3411
201500000303,2,7,15,17,1,62,14,2,1,1,1,rue du doyen,50.63973,2.39581
201500000304,3,8,15,8,1,62,811,2,1,1,3,GRAND RUE,50.6354,2.26013
201500000305,21,10,15,18,2,62,811,2,9,2,6,rue de nielles,50.62989,2.244
201500000306,25,7,15,19,1,62,38,1,1,1,1,,50.88619,1.97221
201500000307,8,5,15,22,3,62,57,1,1,1,1,,50.86433,2.07823
201500000308,2,8,15,16,1,62,618,2,1,1,6,894 rue de l'industrie,50.82041,2.08602
201500000309,2,8,15,20,1,62,38,1,1,1,6,,50.86693,2.00656
201500000310,15,2,15,21,3,62,325,2,1,5,7,rue d'arras,50.59904,2.10126
201500000311,23,9,15,15,1,62,485,2,1,1,2,,50.55301,2.25889
201500000312,12,5,15,9,1,62,267,1,1,1,6,,50.57347,2.15389
201500000313,6,7,15,16,2,62,696,2,1,1,3,,50.58057,2.17973
201500000314,7,8,15,5,2,62,265,1,1,1,6,,50.64778,2.21786
201500000315,17,2,15,14,1,62,245,1,1,1,1,,50.70374,1.99927
201500000316,26,2,15,14,1,62,467,2,1,2,1,RD 104,50.40535,2.20519
201500000317,9,3,15,12,1,62,655,1,1,1,6,,50.38884,2.23798
201500000318,15,5,15,19,1,62,282,1,1,1,1,,50.38871,2.18571
201500000319,17,5,15,6,2,62,767,2,7,1,6,place maréchal Leclerc,50.38248,2.33674
201500000320,18,6,15,19,1,62,868,2,1,1,3,RD98,50.34854,2.12994
201500000321,26,6,15,12,1,62,451,1,9,1,1,,50.4766,2.27821
201500000322,13,7,15,15,1,62,740,1,1,2,1,,50.48132,2.36323
201500000323,15,7,15,8,1,62,686,1,1,2,6,,50.37554,2.30313
201500000324,17,1,15,6,2,62,784,1,1,9,6,,50.20546,2.53875
201500000325,10,2,15,17,1,62,45,1,2,1,3,,50.34289,2.592
201500000326,1,6,15,19,1,62,63,1,1,1,6,,50.28194,2.51549
201500000327,3,7,15,19,1,62,399,2,1,1,6,rue d'ARRAS (PK25),50.30631,2.60575
201500000328,8,7,15,14,1,62,84,2,3,1,3,Rue de l'égalité,50.24991,2.54923
201500000329,17,7,15,15,1,62,785,2,2,1,3,rue bosquet à genièvre,50.34841,2.5606
201500000330,5,8,15,9,1,62,820,1,1,1,2,,50.35631,2.47707
201500000331,27,9,15,15,1,62,45,1,1,1,2,,50.34432,2.58517
201500000332,15,10,15,19,3,62,785,1,1,2,1,,50.35302,2.55348
201500000333,8,11,15,16,1,62,45,2,1,1,6,rue Leona Ocre,50.35016,2.58092
201500000334,24,5,15,9,1,62,45,1,1,1,3,,50.343,2.59147
201500000335,6,3,15,16,1,62,577,1,1,1,7,,50.2965,2.21323
201500000336,3,6,15,19,1,62,361,2,1,1,6,,50.27692,2.29557
201500000337,17,8,15,18,1,62,283,1,1,1,3,,50.32485,2.28239
201500000338,26,10,15,11,1,62,361,2,1,1,6,53 rue de doullens,50.27482,2.29206
201500000339,28,11,15,9,1,62,859,1,1,1,1,,50.23572,2.22997
201500000340,4,1,15,21,5,80,16,2,6,1,3,rond point rue lamarack,50.00293,2.65187
201500000341,4,2,15,14,1,80,16,2,1,1,6,60  rue de Birmingham,50.00321,2.65126
201500000342,18,3,15,16,1,80,16,1,1,1,7,RUE DU PONT BLANC,49.99955,2.64815
