Num_Acc,jour,mois,an,hr,condition_eclairage,departement,commune,condition_agglomeration,intersection,condition_atmosphere,type_collision,adresse,lattitude,longitude
202000000040,7,3,2020,11,1,93,93072,2,1,1,1,PAUL VAILLANT COUTURIER (AVENUE) COTE 1A,48.95511,2.38269
202000000041,7,3,2020,19,5,93,93050,2,3,1,6,AV GENERAL DE GAULLE / R GAMBETTA,48.85749,2.53251
202000000042,7,3,2020,15,1,93,93046,2,1,1,3,AV DU MARECHAL LECLERC,48.92074,2.5406
202000000043,7,3,2020,6,2,93,93045,2,9,1,2,R DE PARIS,48.87843,2.41159
202000000044,7,3,2020,12,1,93,93027,2,1,1,6,SALENGRO (AVENUE ROGER),48.9356023,2.3873517
202000000045,7,3,2020,16,1,93,93014,2,1,1,5,GAGARINE (BOULEVARD),48.905699,2.540317
202000000046,7,3,2020,15,1,93,93005,2,1,1,3,CARR LOUIS ARMAND,48.955999,2.480546
202000000047,7,3,2020,2,5,92,92025,2,9,1,7,BOURNARD (RUE DU),48.922932,2.255344
202000000048,7,3,2020,23,5,54,54322,2,1,1,1,rue de metz,49.440407,5.611739
202000000049,7,3,2020,14,1,91,91666,2,1,1,1,Route d'Orsay,48.685452,2.219791
202000000050,8,3,2020,5,3,66,66141,1,1,1,2,D900,42.751668,2.895294
202000000051,6,3,2020,6,5,56,56117,2,1,2,6,Rue Ernest Renan,47.889989,-2.830696
202000000052,8,3,2020,13,1,65,65127,1,1,1,3,RD817,43.112967,0.321414
202000000053,7,3,2020,17,1,49,49218,1,1,1,6,Les Fretis (le Fuilet),47.2965077,-1.1239525
202000000054,7,3,2020,5,3,49,49069,2,1,1,6,Rue des Mauges (Liré),47.340213,-1.16752
202000000055,7,3,2020,14,1,68,68042,2,6,1,6,Rue du 19 Novembre,47.607715,7.503163
202000000056,7,3,2020,12,1,44,44015,1,1,2,6,La Foue,47.489789,-1.684127
202000000057,8,3,2020,6,2,31,31476,2,1,1,6,Chemin de l'Auberge,43.272815,1.134454
202000000058,8,3,2020,3,5,38,38174,1,1,1,6,Route de la Côte Saint André,45.390281,5.350235
202000000059,7,3,2020,11,1,38,38012,2,1,1,1,Route de Saint Genix,45.597943,5.630846
202000000060,8,3,2020,15,1,84,84020,1,1,1,6,D943,43.825386,5.355824
202000000061,8,3,2020,3,3,03,03306,1,1,1,6,Rue de Cusset,46.1219515,3.4653947
202000000062,6,3,2020,8,1,72,72029,2,1,2,3,Avenue de la Division Leclerc,48.226077,0.12829
202000000063,8,3,2020,11,1,06,06079,2,1,1,4,Avenue du général de gaulle,43.532482,6.949272
202000000064,6,3,2020,18,1,60,60581,1,1,1,2,D916,49.4950021,2.442956
202000000065,8,3,2020,18,1,60,60058,1,1,1,6,Rd 90,49.6185414,2.3435797
202000000066,8,3,2020,3,5,60,60577,2,1,1,6,61 Douce Rue,49.449287,1.76879
202000000067,7,3,2020,12,1,64,64108,2,6,1,3,RD 430,43.519797,-0.915459
202000000068,8,3,2020,11,1,16,16125,1,1,1,6,Ld Les Grandes Granges,45.4828155,0.3402236
202000000069,7,3,2020,21,5,07,07055,2,2,1,1,Avenue de provence intersection Chemin du Bac,44.862976,4.835073
202000000070,4,3,2020,1,3,40,40217,1,9,8,6,Poms,44.338161,-1.004219
202000000071,7,3,2020,3,5,28,28386,2,1,8,6,22 Grande Rue,48.570893,1.25013
202000000072,7,3,2020,4,3,17,17465,1,1,2,6,Route de Moulinveau,45.957919,-0.542139
202000000073,7,3,2020,18,1,17,17385,1,1,1,5,Route Departementale No 274,45.932602,-1.314787
202000000074,7,3,2020,15,1,17,17396,2,3,1,3,D115,46.22503,-0.879078
202000000075,7,3,2020,15,1,37,37159,2,1,1,3,2 Rue Bernard Tortevoie,47.2777185,0.6221262
202000000076,6,3,2020,9,1,30,30075,2,1,1,-1,Chemin des Rôles,43.820886,4.260786
202000000077,8,3,2020,15,1,48,48063,1,3,1,6,D4,44.709643,3.381965
202000000078,25,2,2020,19,2,40,40210,1,1,6,6,A63,44.093041,-0.997696
202000000079,6,3,2020,17,1,33,33284,1,1,2,7,A660,44.63127,-0.92103
202000000080,8,3,2020,6,2,62,62384,1,1,1,2,A2,50.1322553,3.1079444
202000000081,8,3,2020,11,1,988,98822,2,1,1,1,RT3,-20.934577,165.329261
202000000082,5,3,2020,17,1,971,97112,1,3,1,7,D203,15.870597,-61.284211
202000000083,8,3,2020,4,3,30,30027,1,1,1,6,Route de Lézan,44.064377,4.068391
202000000084,7,3,2020,16,1,88,88321,2,1,1,3,Avenue de la Division Leclerc,48.36429,5.692441
202000000085,8,3,2020,3,3,88,88132,2,1,1,1,63 Rue d'Alsace,48.201159,6.528341
202000000086,8,3,2020,13,1,55,55427,2,1,6,6,Avenue du Xveme Corps,48.823454,4.984518
202000000087,8,3,2020,11,1,01,01043,2,1,1,6,Route de Genève,45.833535,4.993705
202000000088,8,3,2020,6,2,69,69197,2,1,1,6,Route du Treve,46.06286,4.651317
202000000089,8,3,2020,1,5,69,69272,2,1,1,1,Route de Limon,45.6017,4.8349
202000000090,8,3,2020,7,2,49,49264,1,1,2,6,,47.092361,-1.003865
202000000091,6,3,2020,14,1,13,13071,1,1,1,7,A7-Sens Marseille vers Lyon,43.4079,5.2889
202000000092,6,3,2020,8,1,13,13088,1,1,1,2,A55-Sens Martigues vers Marseille,43.3915,5.2622
202000000093,6,3,2020,8,1,13,13001,1,1,1,2,A51-Sens Aix en Provence vers Marseille,43.511433,5.42063
202000000094,7,3,2020,12,1,91,91661,1,1,1,7,RD 188 CHEVREUSE,48.69618,2.22402
202000000095,7,3,2020,12,1,92,92019,1,1,1,3,AUTOROUTE A86,48.7606564,2.2869178
202000000096,7,3,2020,6,3,78,78238,1,1,1,5,A13,48.970667,1.878833
202000000097,6,3,2020,22,3,93,93027,1,1,1,6,BDL,48.92714,2.40298
202000000098,6,3,2020,18,2,92,92036,1,1,1,3,AUTOROUTE A15,48.94303,2.2889193
202000000099,6,3,2020,17,1,92,92036,1,1,1,2,AUTOROUTE A86,48.93875,2.30946
202000000100,1,1,2020,3,5,972,97209,2,3,1,3,PROFESSEUR RAYMOND GARCIN (RUE DU),14.6201015,-61.078105
202000000101,4,1,2020,14,1,92,92024,2,2,1,3,GENERAL LECLERC (BD DU) (9 A 59)   (4 A,48.9017,2.3148
202000000102,6,3,2020,0,5,988,98818,2,6,1,6,ROND POINT IMPERIAL,-22.25012,166.45155
202000000103,6,3,2020,23,5,988,98818,2,2,1,3,PROMENADE ROGER LAROQUE/ANSE-VATA,-22.30292,166.44508
202000000104,7,3,2020,1,3,976,97611,1,1,1,1,passamanty-Vahibé ( route ),-12.79273,45.18851
202000000105,6,3,2020,19,4,974,97411,2,3,2,6,CARAMBOLES (DES),-20.89313,55.47601
202000000106,5,3,2020,9,1,974,97411,2,1,1,1,MACE (ROUTE GABRIEL),-20.9155364,55.4944217
202000000107,5,3,2020,10,1,974,97409,2,1,1,3,DE LA GARE(RUE),-20.96069,55.6543
202000000108,7,3,2020,0,5,69,69388,2,1,1,6,GENERAL FRERE (DU)                  (AV),45.7306,4.8779
202000000109,6,3,2020,18,2,972,97209,2,3,1,1,PATRICE LUMUMBA (RUE),14.61368,-61.07018
202000000110,26,2,2020,1,5,69,69381,2,2,1,3,JEAN MOULIN                         (QU),45.7662,4.838
202000000111,6,3,2020,6,5,69,69149,2,1,1,3,GRANDE RUE                          (GR),45.71987,4.81061
202000000112,5,3,2020,12,1,69,69389,2,9,2,5,MARIETTON                           (R ),45.77565,4.8026
202000000113,12,2,2020,18,5,69,69081,2,1,1,7,BON PASTEUR (DU)                  AV,45.78742,4.77885
202000000114,5,3,2020,16,1,971,97101,1,3,1,3,DUGAZON DE BOURGOGNE (ZONE),16.259191,-61.51026
202000000115,6,3,2020,21,5,91,91570,2,7,1,3,SAINT SAENS (RUE),48.631196,2.328834
202000000116,6,3,2020,11,1,91,91549,2,1,1,7,JEAN MERMOZ (RUE),48.639349,2.336248
202000000117,5,3,2020,10,1,91,91692,2,1,2,6,DORDOGNE (AVENUE DE),48.676718,2.16494
202000000118,5,3,2020,18,2,91,91377,2,2,2,3,AULNAY DRACOURT (IMPASSE DE L'),48.7205,2.27799
202000000119,6,3,2020,17,1,91,91687,2,2,1,3,SABLONS (AVENUE DES),48.66655,2.36422
202000000120,6,3,2020,8,1,91,91174,2,9,8,3,JEAN JAURES (BOULEVARD),48.613495,2.459319
202000000121,6,3,2020,5,5,91,91174,2,6,1,3,JEAN JAURES (BOULEVARD),48.61174,2.46119
202000000122,5,3,2020,20,5,89,89387,2,2,3,3,GARIBALDI (BOULEVARD DES),48.19998,3.28232
202000000123,5,3,2020,16,1,87,87065,1,3,2,3,PONTEIX (AVENUE DU),45.80816,1.2991
202000000124,5,3,2020,17,1,84,84007,2,1,1,3,PIERRE SEMARD (avenue),43.9414,4.81784
202000000125,4,3,2020,14,1,84,84007,1,1,1,1,RD225  (route touristique),43.95807,4.82764
202000000126,3,3,2020,18,2,84,84007,2,1,1,3,RUE HOSEPH DE MONTGOLFIER,43.93018,4.82854
202000000127,23,2,2020,17,1,30,30351,2,1,1,6,GENERAL LECLERC AVENUE DU,43.95444,4.78827
202000000128,6,3,2020,13,1,83,83137,2,2,1,1,MOULINS (AVE DES DE 328 A FIN,43.14016,5.91309
202000000129,6,3,2020,7,1,83,83069,2,1,1,6,GRES ROSES (ALLEE DES),43.1241,6.1508
202000000130,5,3,2020,15,1,78,78646,2,2,1,6,PORTE DE BUC (RUE DE LA),48.79553,2.13884
202000000131,5,3,2020,13,1,77,77118,1,9,2,3,D34E,48.94333,2.66663
202000000132,6,3,2020,19,5,77,77284,2,1,1,6,GALLIENI (AVENUE) - D603,48.95925,2.87324
202000000133,6,3,2020,19,5,74,74218,2,4,1,2,PAYS DE GAVOT (ROUTE DU)  RD11,46.384624,6.5549495
202000000134,5,3,2020,13,1,69,69290,2,2,2,3,DES PARCS(allée),45.70904,4.93866
202000000135,6,3,2020,12,1,69,69264,2,3,1,3,ANSE D'  (rue),45.985,4.71803
202000000136,5,3,2020,10,1,67,67482,2,1,3,2,CANONNIERS (RUE DES),48.5540774,7.7626633
202000000137,5,3,2020,17,1,66,66136,2,1,1,6,Napoleon Joseph Sarda-Garriga ( rue de ),42.691,2.88105
202000000138,5,3,2020,13,3,66,66136,1,1,2,7,D900,42.69556,2.89607
202000000139,6,3,2020,8,1,64,64260,2,9,3,3,Rue de l’Autoport,43.34601,-1.77406
202000000140,4,3,2020,19,5,64,64335,2,1,2,4,EUROPE DE L',43.335135,-0.4569207
202000000141,5,3,2020,17,1,63,63113,2,4,2,2,ESTAING (RUE D'),45.78413,3.10919
202000000142,2,3,2020,17,1,60,60175,2,1,2,6,VERLAINE (RUE PAUL),49.24912,2.47157
202000000143,6,3,2020,4,2,58,58194,2,1,2,-1,BARATTE (FAUBOURG),46.98689,3.19598
202000000144,5,3,2020,19,2,56,56260,2,3,2,3,MARNE (AVENUE DE LA),47.65923,-2.77483
202000000145,5,3,2020,17,1,56,56121,2,1,1,2,Pénétrante de Lorient RD 465,47.76372,-3.38036
202000000146,6,3,2020,15,1,54,54265,2,1,2,6,SAINT-EXUPERY (RUE ANTOINE DE),48.636843,6.183462
202000000147,6,3,2020,7,1,54,54547,2,1,1,6,HUITIEME REGIMENT D'ARTILLERIE,48.669378,6.1845661
202000000148,5,3,2020,12,1,54,54547,2,1,2,6,EUROPE (BOULEVARD DE L'),48.6627327,6.1727052
202000000149,6,3,2020,8,1,51,51454,2,1,2,2,Avenue de Champagne,49.2342409,4.040354
202000000150,22,9,2020,10,1,74,74081,1,3,1,3,Route de Chamonix,46.050569,6.592097
202000000151,22,9,2020,14,1,976,97607,1,1,1,5,rn2 hajangua,-12.850501,45.175158
202000000152,21,9,2020,19,5,971,97128,2,1,1,6,Douville,16.252798,-61.372265
202000000153,21,9,2020,19,3,971,97134,1,1,1,6,Le bouchu,16.0704136,-61.7633557
202000000154,21,9,2020,11,1,91,91494,1,9,1,7,D19b8,48.611725,2.338945
202000000155,21,9,2020,17,1,2A,2A163,1,1,1,1,RT40,41.496332,8.962698
202000000156,22,9,2020,9,1,34,34145,1,1,2,6,Avenue du Vidourle,43.689703,4.15928
202000000157,13,9,2020,17,1,83,83047,2,1,1,5,Avenue Jean Monnet,43.119037,6.067361
202000000158,20,9,2020,19,1,83,83055,1,1,2,5,Route de Seillans,43.624429,6.693104
202000000159,19,9,2020,11,1,06,06157,1,1,1,1,Route des Termes,43.759153,7.076394
202000000160,17,9,2020,12,1,71,71556,1,1,1,3,Route des Combes,46.2787191,4.8025788
202000000161,21,9,2020,7,1,67,67080,1,3,1,2,RD 30,48.5559433,7.5273016
202000000162,8,9,2020,19,1,57,57443,1,1,1,7,55 Rue du Haut de la Marche,49.216377,6.114403
202000000163,22,9,2020,9,1,74,74037,2,4,1,6,Rue de la Ménoge,46.20859,6.404954
202000000164,21,9,2020,14,1,73,73248,2,6,1,3,D77 RP de l'aluminium,45.2756154,6.3554903
202000000165,20,9,2020,17,1,38,38488,1,1,3,6,Route de Crémieu,45.733598,5.297089
202000000166,21,9,2020,14,1,35,35037,1,1,1,6,N24,48.059323,-1.883149
202000000167,19,9,2020,19,1,62,62460,1,2,1,3,CD940,50.583543,1.740008
202000000168,21,9,2020,13,1,57,57226,1,1,1,6,Autoroute A30,49.3745,5.9813
202000000169,20,9,2020,19,1,57,57343,1,1,1,4,Autoroute A31,49.32916,6.18543
202000000170,21,9,2020,18,1,33,33281,1,1,2,6,ROCADE A 630,44.81706,-0.67293
202000000171,21,9,2020,9,1,33,33143,1,1,1,5,AUTOROUTE A 10,44.96965,-0.436024
202000000172,20,9,2020,2,4,59,59202,1,1,1,6,AUTOROUTE A25,50.676572,2.859438
202000000173,21,9,2020,19,1,91,91377,1,1,1,2,AUTOROUTE A10,48.72516,2.30005
202000000174,21,9,2020,14,1,94,94034,1,1,1,4,AUTOROUTE A86,48.75924,2.32538
202000000175,21,9,2020,10,1,91,91589,1,1,1,4,AUTOROUTE A6,48.67859,2.33572
202000000176,21,9,2020,8,1,91,91468,1,1,1,2,AUTOROUTE A6,48.57555,2.46559
202000000177,20,9,2020,7,1,78,78117,1,1,1,6,RN12,48.787439,2.147537
202000000178,21,9,2020,9,1,94,94074,1,1,1,2,RN406.W,48.7654325,2.4586862
202000000179,21,9,2020,8,1,94,94028,1,1,1,-1,A86 INT,48.7762722,2.4310036
202000000180,18,9,2020,20,5,988,98818,2,3,1,5,RUE JULES GARNIER/RUE DU DOCTEUR MIALARET,-22.28788,166.44455
202000000181,20,9,2020,16,1,69,69388,2,1,1,2,ETATS UNIS (DES)                    (BD),45.73411,4.86377
202000000182,20,9,2020,10,1,69,69388,2,9,1,6,COMMANDANT PEGOUT (DU)              (R ),45.7308,4.8677
202000000183,20,9,2020,0,5,69,69286,2,7,1,3,GEORGES CROMBEZ                     (PL),45.80721,4.90236
202000000184,20,9,2020,2,5,95,95607,2,1,8,3,DIVISION LECLERC (AVENUE DE LA),49.0164,2.2187
202000000185,20,9,2020,3,5,91,91687,2,1,8,7,GRIBELETTE (AVENUE DE LA),48.64769,2.36575
202000000186,19,9,2020,22,5,74,74133,2,9,1,3,TRANSVAL (RUE DE),46.1792,6.1995
202000000187,20,9,2020,8,1,69,69266,2,3,2,3,STALINGRAD    (Boulevard de la Bataille ,45.7795856,4.8595696
202000000188,20,9,2020,19,1,64,64483,2,1,1,3,LAYATS (AVENUE DE),43.39747,-1.63865
202000000189,20,9,2020,11,1,64,64483,2,1,1,5,CHANTACO (AVENUE DE ),43.3737,-1.63786
202000000190,20,9,2020,4,3,44,44109,1,1,1,3,PERIPHERIQUE ROUTIER,47.26786,-1.57728
202000000191,20,9,2020,17,1,37,37214,2,1,7,2,PORTILLON (QUAI),47.3998634,0.6760598
202000000192,20,9,2020,14,1,35,35281,2,1,1,2,DODIN (AVENUE ROGER),48.089435,-1.706185
202000000193,20,9,2020,3,5,33,33063,2,2,1,3,CRS DU MEDOC / CRS BALGUERIE STUTTENBERG,44.8583148,-0.5668694
202000000194,20,9,2020,15,1,29,29232,1,1,1,2,D783 - Boulevard President Allende,47.99707,-4.07279
202000000195,20,9,2020,17,1,27,27681,1,1,1,2,MAGNY (ROUTE DE),49.09932,1.50269
202000000196,28,8,2020,23,5,13,13208,2,9,1,2,PRADO (AVENUE DU),43.26754,5.3835
202000000197,20,9,2020,9,1,13,13002,2,1,8,1,QUATRE SAISONS (ROUTE DES),43.323914,5.492145
202000000198,20,9,2020,5,3,13,13047,1,1,8,6,D.5,43.55307,4.96822
202000000199,19,9,2020,16,1,13,13063,2,1,2,3,RENE CASSIN ROND POINT,43.5996158,5.0064558
202000000200,19,9,2020,10,1,13,13028,2,1,1,6,QUINET (RUE EDGARD),43.175224,5.609765
202000000201,17,9,2020,17,1,12,12145,2,3,1,3,GABRIAC JEAN (BOULEVARD),44.09225,3.07077
202000000202,20,9,2020,11,1,06,06027,2,1,3,6,COLLE CHEMIN DE LA,43.670849,7.121056
202000000203,20,9,2020,0,5,03,03185,2,2,1,3,Quai Rouget de Lisle,46.3428932,2.6005865
202000000204,18,9,2020,22,5,75,75118,2,1,1,7,PORTE DE LA CHAPELLE,48.900887,2.362974
202000000205,18,9,2020,21,5,75,75119,2,1,1,4,PORTE DE PANTIN,48.896328,2.394569
202000000206,18,9,2020,8,1,75,75112,2,1,1,4,BOULEVARD PERIPHERIQUE INTERIEUR SUD,48.826635,2.388995
202000000207,20,9,2020,21,5,75,75118,2,2,1,3,RUE MYRHA,48.88655,2.349553
202000000208,20,9,2020,11,1,75,75118,2,3,1,-1,RUE DE LA CHAPELLE,48.891009,2.35987
202000000209,20,9,2020,1,5,75,75118,2,2,1,6,RUE MARX DORMOY,48.890223,2.359918
202000000210,20,9,2020,2,3,75,75116,2,2,1,-1,AVENUE DE MALAKOFF,48.873152,2.284462
202000000211,20,9,2020,6,5,75,75115,2,3,1,6,QUAI BRANLY,48.85747,2.291066
202000000212,20,9,2020,17,1,75,75113,2,1,1,6,RUE ESQUIROL,48.833974,2.361142
202000000213,20,9,2020,1,5,75,75113,2,2,1,3,RUE DES PEUPLIERS,48.82215,2.352689
202000000214,20,9,2020,18,1,75,75112,2,7,1,-1,ROUTE DE LA PYRAMIDE,48.833833,2.444897
202000000215,20,9,2020,2,5,75,75107,2,7,1,6,PLACE DE LA RESISTANCE,48.862424,2.301564
202000000216,20,9,2020,15,1,75,75104,2,3,1,6,RUE DE RIVOLI,48.855488,2.360099
202000000217,20,9,2020,22,5,94,94081,2,3,1,3,ABBE ROGER DERRY (AV DE L),48.7896788,2.3899035
202000000218,20,9,2020,18,1,94,94034,2,1,1,3,PASTEUR (BD),48.756884,2.315351
202000000219,20,9,2020,0,5,94,94022,2,1,1,6,BEL AIR (R),48.76307,2.42042
202000000220,20,9,2020,18,1,94,94071,2,6,1,1,Avenue Gabriel Péri & Route de la Queue-En-Brie,48.7615579,2.5334328
202000000221,20,9,2020,13,1,94,94075,2,3,1,3,MARECHAL DE LATTRE DE TASSIGNY (AV),48.72747,2.53106
202000000222,20,9,2020,20,5,93,93072,2,1,1,6,MAXIME GORKI (BOULEVARD) DES N°1 AU 87,48.9519253,2.3849984
202000000223,20,9,2020,15,1,93,93014,2,3,1,5,SEVIGNE (AVENUE DE),48.9125726,2.5410795
202000000224,20,9,2020,20,5,93,93005,2,2,1,3,FRANCISCO FERRER (RUE),48.9432166,2.4999091
202000000225,20,9,2020,17,1,92,92040,2,6,1,3,STALINGRAD (QUAI DE),48.8201781,2.2429183
202000000226,20,9,2020,2,5,92,92025,2,2,1,3,CHARLES DE GAULLE (BD),48.9133,2.230641
202000000227,20,9,2020,6,2,92,92060,2,1,8,7,CHARLES DE GAULLE (AVENUE) RD75 A PARTIR,48.77665,2.25703
202000000228,19,9,2020,20,5,92,92007,2,2,2,-1,BRIAND (AVENUE ARISTIDE) N° 100 A 160,48.7962203,2.3217228
202000000229,21,9,2020,16,1,08,08062,1,3,1,1,D985 PK023.300,49.53997,4.380584
202000000230,21,9,2020,8,1,31,31547,2,1,1,3,Route de Toulouse,43.498986,1.316949
202000000231,21,9,2020,5,3,86,86170,1,1,1,1,N147,46.3102959,0.8295871
202000000232,20,9,2020,6,3,44,44103,1,1,1,2,RN 171   PK 84,47.324185,-2.155434
202000000233,20,9,2020,20,3,57,57529,1,1,1,1,D15,49.440429,6.030561
202000000234,20,9,2020,20,5,57,57390,2,3,1,2,88 Grand Rue,49.005508,7.378645
202000000235,21,9,2020,5,3,57,57043,1,3,1,3,D1,49.255541,6.200908
202000000236,20,9,2020,18,1,95,95352,1,1,1,3,D922,49.104177,2.394129
202000000237,19,9,2020,15,1,62,62773,2,3,1,-1,Rue de Neufchatel,50.638816,1.7431366
202000000238,20,9,2020,11,1,19,19068,1,1,8,7,D48,45.178104,1.65782
202000000239,16,8,2020,0,3,56,56177,1,1,3,6,Keryagune St Goal,47.7702,-3.06741
202000000240,20,9,2020,15,1,56,56123,1,2,1,3,La Provotaie,47.680465,-2.346375
202000000241,21,9,2020,7,2,76,76441,1,1,5,1,D49,49.968813,1.569521
202000000242,20,9,2020,13,1,65,65362,2,1,1,7,1 Route de Cauterêts,42.95835,-0.077666
202000000243,21,9,2020,13,1,33,33236,2,1,2,3,98 Avenue du Truc Vert,44.72485,-1.21931
202000000244,16,9,2020,17,1,89,89368,2,1,1,6,4 Route de Saint-amand,47.614582,3.198266
202000000245,20,9,2020,21,3,63,63022,2,1,1,6,Route de Basse-combelle,45.443964,3.302464
202000000246,21,9,2020,15,1,63,63218,1,9,2,3,D38,45.39208,3.68573
202000000247,12,9,2020,14,1,61,61007,1,1,1,6,Le Fauquis,48.799005,-0.430495
202000000248,20,9,2020,15,1,61,61028,1,1,1,6,D909,48.834074,-0.236077
202000000249,11,9,2020,21,3,49,49341,1,1,1,6,Route départementale 145,47.218606,-0.025706
202000000250,21,9,2020,9,1,42,42026,1,1,2,6,Route de Melay,46.174023,4.076797
202000000251,18,9,2020,17,1,86,86032,2,1,1,6,28 Rue de Saintonge,46.679312,0.563869
202000000252,20,9,2020,9,1,34,34080,1,1,9,6,D908,43.579895,3.023344
202000000253,20,9,2020,19,2,44,44156,2,1,2,6,18 Rue Gilles de Retz,46.9546,-1.605404
202000000254,20,9,2020,12,1,44,44096,1,1,1,6,Tacon,47.4171486,-1.2480014
202000000255,20,9,2020,9,1,29,29146,2,3,1,1,Rue de la Boissiere,47.9062785,-3.8388665
202000000256,20,9,2020,15,1,29,29190,1,1,1,1,Pointe Saint-Mathieu,48.3340405,-4.7713232
202000000257,11,9,2020,5,3,13,13027,1,1,5,1,446 Route de Tarascon,43.879637,4.841264
202000000258,20,9,2020,19,2,02,02757,1,1,1,6,D960,49.926472,3.550456
202000000259,21,9,2020,7,2,03,03123,1,1,1,6,,46.4416036,2.6518389
202000000260,21,9,2020,3,3,54,54162,1,1,1,6,N4,48.6561033,5.8416152
202000000261,21,9,2020,19,2,60,60086,1,6,1,3,D603,49.176093,2.352769
202000000262,20,9,2020,9,1,43,43124,1,2,2,3,Allée des Peupliers,45.089357,3.752856
202000000263,21,9,2020,7,1,53,53007,1,3,5,7,Argentré,48.072326,-0.652168
202000000264,21,9,2020,7,1,21,21534,1,1,7,2,Route de Chorey,47.040867,4.910906
202000000265,17,9,2020,16,1,40,40245,2,1,1,6,Rue Pénecadet,44.032168,-0.324367
