Num_Acc,num_veh,category_veh,obstacle,obstacle_m,choc,manoeuvre
201600000416,A01,7,0,2,2,13
201600000416,B02,7,0,2,2,1
201600000417,B02,7,0,2,3,13
201600000417,A01,10,0,2,3,1
201600000418,A01,7,16,0,3,14
201600000419,A01,10,13,0,9,14
201600000420,B02,30,0,0,4,1
201600000420,A01,7,0,2,1,1
201600000421,A01,7,0,1,2,15
201600000422,A01,7,2,0,8,13
201600000423,A01,7,16,6,9,21
201600000424,A01,7,0,1,3,1
201600000425,A01,7,0,2,3,15
201600000425,B02,31,0,2,1,1
201600000426,B02,33,0,2,1,17
201600000426,A01,7,0,0,6,17
201600000427,A01,7,0,2,5,1
201600000427,B02,1,0,2,1,9
201600000428,B02,1,0,2,1,9
201600000428,A01,7,0,2,2,1
201600000429,A01,7,0,1,2,1
201600000430,A01,7,15,1,4,23
201600000431,A01,7,0,2,3,13
201600000431,B02,15,0,2,3,1
201600000432,A01,7,6,1,3,4
201600000433,A01,10,0,2,3,19
201600000433,B02,10,0,2,3,1
201600000434,A01,32,16,0,1,1
201600000435,A01,33,0,0,8,1
201600000436,A01,7,0,0,0,1
201600000437,A01,7,0,2,2,1
201600000437,B02,1,0,2,4,1
201600000438,B02,2,0,2,1,1
201600000438,A01,10,0,2,6,10
201600000439,B02,31,0,2,1,13
201600000439,A01,7,0,2,3,1
201600000440,A01,7,0,2,3,1
201600000440,B02,7,0,2,1,13
201600000441,A01,7,13,0,0,14
201600000442,A01,30,0,0,0,1
201600000443,A01,7,13,0,3,18
201600000443,B02,7,0,2,5,1
201600000444,A01,33,12,0,1,1
201600000445,B02,7,0,2,2,1
201600000445,A01,7,0,2,3,15
201600000446,A01,7,2,0,8,1
201600000447,A01,7,0,2,1,1
201600000447,B02,17,0,2,4,1
201600000448,C03,7,14,0,2,0
201600000448,B02,7,0,2,2,0
201600000448,A01,7,0,2,7,0
201600000449,B02,1,0,0,0,0
201600000449,A01,7,0,0,2,2
201600000450,A01,7,0,2,3,5
201600000450,B02,7,0,2,1,1
201600000451,B02,7,0,0,1,1
201600000451,A01,7,0,0,7,19
201600000452,B02,10,0,2,1,1
