Num_Acc,category_route,regime_circulation,voie_reserve,profil_route,etat_surface,Infrastructure,situation,nb_voies
202000005891,4,2,0,1,1,0,1,2
202000005892,3,2,0,1,1,5,1,2
202000005893,3,-1,0,1,1,0,1,1
202000005894,3,2,0,1,1,0,8,2
202000005895,3,2,1,1,1,5,1,2
202000005896,3,2,0,2,1,0,1,2
202000005897,3,2,0,1,4,5,1,2
202000005898,3,2,0,3,1,0,3,2
202000005899,3,2,0,2,1,0,1,2
202000005900,3,2,0,1,1,0,1,2
202000005901,3,2,0,1,1,0,8,2
202000005902,6,-1,0,2,1,0,8,-1
202000005903,3,2,0,1,1,0,1,2
202000005904,3,2,0,1,1,0,1,2
202000005905,3,2,0,1,1,0,1,2
202000005906,3,2,0,1,1,0,3,2
202000005907,2,3,0,4,1,0,1,1
202000005908,4,2,0,2,9,0,1,2
202000005909,1,1,0,3,1,0,2,4
202000005910,3,2,0,1,1,0,1,2
202000005911,2,2,0,1,1,0,1,2
202000005912,3,2,0,1,1,9,1,2
202000005913,1,3,0,1,1,0,1,5
202000005914,2,2,0,2,1,5,1,2
202000005915,3,2,0,1,1,0,3,2
202000005916,3,3,0,1,1,0,1,4
202000005917,3,2,0,1,1,0,1,2
202000005918,3,2,0,2,1,9,1,2
202000005919,2,1,0,1,1,8,1,1
202000005920,3,2,0,1,1,0,1,2
202000005921,1,3,0,1,1,7,1,11
202000005922,1,1,0,1,1,0,8,3
202000005923,1,1,0,2,1,1,1,4
202000005924,1,3,0,1,1,0,1,6
202000005925,1,3,0,1,1,9,1,4
202000005926,1,3,0,1,1,9,1,4
202000005927,2,3,0,1,1,0,1,4
202000005928,1,3,0,1,1,0,1,7
202000005929,1,3,0,2,1,0,1,7
202000005930,1,3,0,1,1,0,1,8
202000005931,1,1,0,1,1,1,1,5
202000005932,2,1,0,1,1,0,1,3
202000005933,1,3,0,1,1,0,1,3
202000005934,2,1,0,1,1,0,1,3
202000005935,4,2,3,1,1,5,1,4
202000005936,4,1,3,1,1,0,1,2
202000005937,4,3,1,1,1,0,1,1
202000005938,4,1,0,1,1,0,1,1
202000005939,2,1,0,1,1,0,1,3
202000005940,4,2,0,1,1,0,1,2
202000005941,4,-1,0,2,1,9,1,2
202000005942,4,3,0,1,1,0,6,2
202000005943,4,2,0,1,1,0,1,2
202000005944,4,3,0,1,1,0,1,6
202000005945,4,2,0,1,1,0,1,6
202000005946,4,3,0,1,1,0,1,2
202000005947,3,2,0,2,1,0,1,2
202000005948,3,1,0,1,1,0,1,2
202000005949,4,2,0,4,1,0,1,2
202000005950,3,2,0,1,1,0,1,2
202000005951,4,1,3,1,1,0,1,0
202000005952,4,1,0,1,1,0,1,4
202000005953,6,-1,0,1,1,9,1,-1
202000005954,4,2,0,1,1,0,1,2
202000005955,4,-1,0,1,1,0,1,1
202000005956,7,2,0,1,1,0,1,2
202000005957,4,2,0,1,1,0,1,2
202000005958,2,2,0,1,1,3,1,4
202000005959,3,2,0,1,1,5,1,2
202000005960,3,2,0,1,1,0,1,2
202000005961,1,3,0,1,1,0,5,3
202000005962,1,1,0,1,1,0,1,3
202000005963,1,1,0,1,1,0,1,3
202000005964,1,-1,0,1,1,0,1,3
202000005965,1,3,0,1,1,3,1,2
202000005966,1,3,0,1,1,0,1,4
202000005967,1,-1,0,1,2,0,1,6
202000005968,1,3,0,1,1,0,1,6
202000005969,1,3,0,1,1,0,2,2
202000005970,1,1,0,1,1,0,1,3
202000005971,2,2,0,1,1,0,1,0
202000005972,3,2,0,2,1,9,1,2
202000005973,2,2,0,2,1,1,1,5
202000005974,3,2,0,2,1,9,1,2
202000005975,9,2,0,1,1,0,1,2
202000005976,3,1,0,1,1,0,1,2
202000005977,4,2,2,1,1,0,1,4
202000005978,4,1,1,1,1,0,1,3
202000005979,4,1,0,1,1,0,1,3
202000005980,4,2,0,1,1,6,1,2
202000005981,4,1,0,1,2,0,1,2
202000005982,4,2,0,1,1,0,1,1
202000005983,4,2,0,1,2,0,1,2
202000005984,3,2,0,1,1,0,1,2
202000005985,3,3,0,1,1,0,1,4
202000005986,4,2,0,1,1,0,1,2
202000005987,4,2,0,1,1,3,1,2
202000005988,3,2,0,1,2,2,1,4
202000005989,3,2,0,1,2,0,3,3
202000005990,1,3,0,1,2,0,1,4
202000005991,3,2,0,1,1,0,1,1
202000005992,3,2,3,2,1,0,1,2
202000005993,4,2,0,1,1,-1,8,1
202000005994,4,2,0,1,1,0,1,2
202000005995,3,2,0,4,1,0,1,2
202000005996,4,2,0,1,1,0,1,2
202000005997,4,2,0,2,1,0,1,2
202000005998,4,2,1,1,2,0,5,2
202000005999,4,2,0,1,1,0,1,2
202000006000,4,2,1,1,1,0,1,2
202000006001,4,1,1,1,1,5,5,3
202000006002,4,2,0,1,2,6,1,2
202000006003,7,2,0,1,1,0,1,4
202000006004,7,3,1,1,1,9,1,4
202000006005,7,1,0,1,1,0,1,2
202000006006,3,2,0,1,1,0,1,4
202000006007,4,2,0,1,1,0,3,2
202000006008,3,2,1,1,1,0,1,2
202000006009,4,2,0,1,1,0,1,2
202000006010,4,1,1,2,2,0,1,1
202000006011,4,2,0,2,2,0,1,2
202000006012,4,2,0,1,2,0,1,3
202000006013,4,1,0,1,1,0,1,2
202000006014,4,2,1,2,1,0,1,3
202000006015,4,3,0,1,2,0,1,2
202000006016,4,1,0,1,1,5,1,1
202000006017,7,2,0,1,1,0,1,2
202000006018,3,2,0,1,1,0,1,2
202000006019,4,-1,0,1,1,0,1,2
202000006020,6,-1,0,1,1,0,1,2
202000006021,4,2,0,1,2,0,1,0
202000006022,4,2,0,1,1,0,1,2
202000006023,4,2,0,1,1,0,3,2
202000006024,4,2,0,1,1,0,1,2
202000006025,4,2,3,1,1,6,1,0
202000006026,4,1,1,2,1,5,1,1
202000006027,4,2,0,1,1,0,8,2
202000006028,4,2,0,1,1,0,1,2
202000006029,4,3,0,1,2,0,1,2
202000006030,3,3,0,1,2,0,1,4
202000006031,4,2,1,2,2,0,1,3
202000006032,4,3,0,1,2,0,1,6
202000006033,4,2,0,2,1,5,1,2
202000006034,3,3,0,1,2,5,1,4
202000006035,3,1,0,1,1,0,1,1
202000006036,4,2,0,1,2,0,1,2
202000006037,4,2,0,1,2,0,1,2
202000006038,4,1,0,1,2,0,1,2
202000006039,4,2,0,1,1,0,4,2
202000006040,4,2,0,2,1,0,1,4
202000006041,3,2,0,1,1,0,1,2
202000006042,4,2,3,1,1,0,1,3
202000006043,4,1,0,2,1,0,1,1
202000006044,4,-1,0,1,1,0,1,2
202000006045,3,-1,0,2,2,0,3,2
202000006046,4,3,0,1,1,8,1,8
202000006047,4,-1,0,1,1,0,1,2
202000006048,4,2,0,1,1,0,1,2
202000006049,3,2,0,1,2,0,1,2
202000006050,4,1,0,1,2,1,1,4
202000006051,4,2,0,2,1,0,1,2
202000006052,4,2,0,2,2,0,1,2
202000006053,4,2,0,1,1,0,1,4
202000006054,4,2,3,1,1,0,4,4
202000006055,4,2,0,1,1,0,1,4
202000006056,4,2,0,2,1,0,1,2
202000006057,4,2,0,1,1,0,1,3
202000006058,4,1,0,1,1,0,1,1
202000006059,4,2,0,2,1,0,1,3
202000006060,4,2,0,2,1,0,1,2
202000006061,4,1,0,1,1,2,1,4
202000006062,4,2,0,1,1,0,1,2
202000006063,4,1,1,1,1,0,1,2
202000006064,4,2,0,2,1,9,1,2
202000006065,4,2,0,2,1,0,1,3
202000006066,4,1,0,2,1,0,1,1
202000006067,4,2,0,2,1,0,1,1
202000006068,4,1,0,1,1,0,1,2
202000006069,4,2,0,1,1,0,1,6
202000006070,4,2,3,1,1,-1,5,2
202000006071,4,2,0,2,1,0,1,2
202000006072,4,1,0,1,1,0,1,1
202000006073,4,1,1,1,2,-1,5,5
202000006074,4,2,2,1,2,-1,5,4
202000006075,4,2,0,1,1,0,1,2
202000006076,4,2,0,2,1,0,1,2
202000006077,3,2,0,1,2,9,1,3
202000006078,4,1,0,1,2,0,1,1
202000006079,2,-1,0,2,1,2,1,5
202000006080,3,2,0,1,1,0,1,3
202000006081,3,2,2,2,2,0,1,2
202000006082,3,1,0,1,1,0,1,1
202000006083,4,2,0,1,1,0,4,2
202000006084,4,2,0,1,1,0,1,2
202000006085,3,2,0,1,2,0,1,2
202000006086,4,2,0,1,1,0,1,2
202000006087,3,3,0,1,1,0,1,6
202000006088,4,2,0,1,1,0,1,2
202000006089,4,2,0,1,1,0,1,2
202000006090,4,2,1,4,2,0,1,2
202000006091,3,3,1,1,2,5,1,5
202000006092,4,2,0,1,1,0,8,8
202000006093,4,2,0,1,1,0,1,2
202000006094,3,2,0,1,1,0,1,2
202000006095,3,1,0,1,1,8,1,2
202000006096,3,2,0,1,1,0,3,2
202000006097,3,2,0,1,1,0,1,2
202000006098,7,2,0,1,1,0,1,2
202000006099,3,2,0,1,1,9,1,2
202000006100,1,3,0,1,1,0,3,4
202000006101,3,2,0,1,2,0,1,2
202000006102,3,2,0,1,1,0,8,2
202000006103,3,2,0,1,2,0,1,2
202000006104,3,2,0,1,1,0,1,2
202000006105,3,2,0,1,1,9,1,2
202000006106,3,2,0,1,2,0,8,2
202000006107,3,2,0,1,2,0,3,2
202000006108,3,2,0,1,1,0,1,2
202000006109,3,2,0,1,1,0,1,2
202000006110,3,2,0,1,2,0,1,2
202000006111,3,2,0,1,1,0,1,2
202000006112,4,2,3,4,1,0,1,2
202000006113,4,2,0,1,2,0,1,2
202000006114,3,2,0,3,1,5,1,2
202000006115,3,2,0,1,1,5,1,2
202000006116,3,2,0,1,1,0,1,2
202000006117,3,2,0,1,2,2,1,2
202000006118,3,2,0,3,1,0,1,2
202000006119,3,2,0,2,1,0,3,2
202000006120,3,2,0,2,1,0,3,2
202000006121,3,2,0,1,1,0,1,2
202000006122,1,3,0,1,9,0,2,4
202000006123,2,3,0,1,1,0,1,2
202000006124,1,3,0,1,1,0,1,4
202000006125,2,2,0,1,1,0,1,2
202000006126,4,2,0,1,1,0,1,2
202000006127,2,2,0,1,1,5,1,2
202000006128,3,2,0,1,1,0,1,2
202000006129,3,2,0,1,1,0,1,2
202000006130,3,2,0,1,1,0,3,2
202000006131,3,2,0,2,1,0,1,2
202000006132,3,3,0,1,1,5,1,3
202000006133,4,2,0,1,1,0,1,2
202000006134,3,2,0,1,1,0,1,2
202000006135,4,2,0,2,1,0,3,1
202000006136,3,1,0,1,1,0,1,1
202000006137,3,2,0,1,1,0,1,2
202000006138,3,2,0,1,1,0,4,2
202000006139,3,2,0,1,2,0,1,2
202000006140,4,2,0,1,1,0,1,2
202000006141,3,2,0,1,1,0,8,2
202000006142,4,2,0,1,1,0,1,2
202000006143,1,1,0,1,1,0,1,2
202000006144,1,1,0,1,1,0,1,3
202000006145,1,1,0,2,1,0,1,2
202000006146,1,1,0,1,1,0,1,2
202000006147,1,3,0,2,1,0,1,1
202000006148,1,3,0,2,1,0,1,6
202000006149,1,3,0,1,1,0,1,6
202000006150,1,3,0,1,2,0,1,4
202000006151,1,1,0,1,1,0,1,3
202000006152,1,3,0,1,1,0,1,4
202000006153,3,2,0,1,1,0,1,2
202000006154,3,2,0,1,1,0,1,2
202000006155,2,2,0,1,1,0,1,1
202000006156,3,2,0,2,1,0,3,2
202000006157,3,2,0,1,1,0,1,2
202000006158,4,2,0,1,1,0,1,2
202000006159,3,-1,0,1,1,0,1,2
202000006160,3,3,0,1,4,0,2,4
202000006161,3,2,0,1,1,0,1,2
202000006162,3,2,0,1,1,0,1,2
202000006163,3,2,0,2,1,0,1,2
202000006164,3,2,0,3,1,0,3,2
202000006165,3,2,0,2,1,0,1,2
202000006166,3,2,0,1,1,0,3,2
202000006167,3,2,0,2,1,2,1,2
202000006168,3,2,0,1,1,0,1,2
202000006169,2,2,0,1,1,5,1,2
202000006170,4,2,0,1,1,0,1,2
202000006171,3,2,0,1,1,0,1,2
202000006172,3,2,0,1,1,5,3,2
202000006173,4,2,0,1,1,5,1,2
202000006174,3,2,0,2,1,0,1,2
202000006175,3,2,0,2,1,0,3,2
202000006176,3,2,0,1,1,0,1,2
202000006177,3,2,0,1,1,0,3,2
202000006178,4,2,0,2,1,0,1,2
202000006179,3,2,0,2,1,0,1,2
202000006180,2,3,0,1,1,0,1,4
202000006181,3,2,0,2,1,0,3,2
202000006182,3,2,0,1,1,0,3,2
202000006183,4,2,0,1,1,0,3,2
202000006184,3,2,0,1,1,0,1,2
202000006185,2,2,0,1,1,0,1,2
202000006186,3,2,0,1,9,0,1,2
202000006187,3,2,0,2,1,5,1,2
202000006188,4,2,0,1,1,0,8,2
202000006189,3,2,0,2,1,0,1,2
202000006190,1,1,0,1,1,0,3,1
202000006191,1,1,0,2,1,0,1,4
202000006192,1,3,0,2,1,0,1,6
202000006193,3,2,0,1,1,5,1,2
202000006194,1,1,0,1,1,0,1,3
202000006195,4,2,0,1,1,0,3,2
202000006196,3,2,0,4,1,0,1,2
202000006197,3,2,0,1,1,0,1,2
202000006198,3,-1,0,1,1,0,8,2
202000006199,3,2,0,1,1,0,1,2
202000006200,3,-1,0,2,1,0,3,2
202000006201,3,2,0,1,1,0,1,2
202000006202,3,2,0,1,1,0,1,2
202000006203,4,2,0,3,1,0,1,2
202000006204,4,-1,0,1,1,0,1,1
202000006205,4,2,0,4,1,0,3,2
202000006206,3,2,0,1,1,0,3,2
202000006207,3,2,0,2,1,0,1,2
202000006208,1,1,0,1,1,0,1,3
202000006209,1,3,0,1,2,0,1,6
202000006210,1,3,0,1,2,3,3,6
202000006211,1,1,0,1,2,3,1,2
202000006212,1,3,3,4,1,0,1,3
202000006213,1,1,0,1,1,3,2,2
202000006214,1,3,0,1,1,0,1,6
202000006215,4,1,0,1,1,0,1,2
202000006216,4,2,0,1,1,9,1,2
202000006217,4,2,0,1,1,0,1,0
202000006218,4,1,0,1,1,0,1,1
202000006219,4,3,0,3,1,2,1,4
202000006220,3,2,0,2,1,3,1,1
202000006221,4,2,0,1,1,0,1,2
202000006222,3,3,0,1,1,0,1,4
202000006223,4,2,0,1,1,0,1,2
202000006224,3,2,0,1,1,0,1,2
202000006225,9,2,3,1,1,4,6,2
202000006226,4,4,0,1,1,9,1,2
202000006227,4,2,0,1,2,0,1,2
202000006228,3,2,0,1,1,0,1,2
202000006229,4,1,0,1,1,0,1,3
202000006230,4,1,0,1,1,0,1,1
202000006231,4,2,0,1,1,0,1,2
202000006232,3,2,0,2,1,0,3,2
202000006233,4,2,3,2,1,0,1,3
202000006234,2,2,0,1,1,0,5,3
202000006235,4,1,0,1,1,0,1,1
202000006236,4,2,0,1,1,0,1,2
202000006237,4,2,0,1,1,0,1,4
202000006238,4,2,0,1,1,0,1,3
202000006239,4,2,0,1,1,0,1,2
202000006240,1,3,0,1,1,0,1,4
202000006241,4,2,0,1,1,0,1,2
202000006242,3,2,0,1,1,0,1,2
202000006243,4,2,0,1,2,9,1,2
202000006244,3,2,0,1,1,0,1,2
202000006245,4,2,2,1,1,0,1,4
202000006246,4,1,0,1,2,9,1,1
202000006247,4,3,3,1,2,4,6,2
202000006248,3,2,0,1,1,0,1,3
202000006249,3,1,0,2,2,3,3,1
202000006250,4,1,0,1,1,0,1,1
202000006251,4,2,0,1,1,0,1,2
202000006252,3,-1,0,1,1,0,1,2
202000006253,4,2,0,2,1,0,1,2
202000006254,4,1,0,1,1,0,1,1
202000006255,4,1,0,1,1,0,1,2
202000006256,3,2,0,1,1,0,1,2
202000006257,3,2,0,2,1,0,1,2
202000006258,3,2,0,1,1,0,1,2
202000006259,4,1,0,1,2,0,1,3
202000006260,4,2,0,1,1,0,1,4
202000006261,4,2,0,2,1,0,1,2
202000006262,4,1,0,1,1,0,1,8
202000006263,4,1,0,1,1,0,1,2
202000006264,4,1,1,1,1,0,1,1
202000006265,4,2,1,3,1,-1,5,2
202000006266,4,3,0,4,1,1,1,2
202000006267,4,2,0,1,1,0,1,5
202000006268,4,2,1,2,1,-1,5,2
202000006269,4,2,0,1,1,0,1,2
202000006270,4,2,0,2,1,0,1,2
202000006271,4,2,1,1,1,-1,5,4
202000006272,4,2,0,1,1,9,4,2
202000006273,4,-1,0,1,1,0,1,1
202000006274,4,2,0,1,1,0,1,2
202000006275,3,2,1,1,1,0,1,2
202000006276,4,2,0,2,1,0,1,1
202000006277,3,3,0,1,1,0,1,2
202000006278,3,2,1,1,1,0,1,4
202000006279,3,2,0,1,1,0,1,2
202000006280,4,2,0,1,2,0,1,2
202000006281,3,2,0,1,1,0,1,0
202000006282,3,3,0,1,1,0,1,4
202000006283,4,2,0,1,1,0,1,0
202000006284,3,1,0,1,1,0,1,2
202000006285,3,3,0,1,1,0,1,4
202000006286,3,-1,1,1,1,0,1,4
202000006287,3,1,1,1,1,0,1,3
202000006288,3,2,0,2,1,0,1,2
202000006289,3,1,3,1,1,6,6,1
202000006290,3,2,0,1,1,0,1,1
202000006291,3,2,0,2,1,0,1,2
202000006292,3,2,0,1,1,0,1,2
202000006293,2,2,0,3,1,0,1,2
202000006294,1,3,0,1,1,0,1,4
202000006295,3,2,0,1,1,5,1,2
202000006296,3,2,0,2,1,0,1,2
202000006297,3,2,0,1,1,0,1,2
202000006298,4,2,0,3,1,0,1,2
202000006299,3,2,0,2,1,5,1,2
202000006300,3,2,0,1,1,0,1,2
202000006301,3,2,0,1,1,0,1,2
202000006302,3,3,0,1,1,0,3,4
202000006303,3,2,0,1,1,0,8,2
202000006304,6,-1,0,1,1,0,1,-1
202000006305,3,2,0,1,1,0,1,2
202000006306,3,2,1,1,1,0,1,2
202000006307,4,2,0,1,2,0,3,2
202000006308,3,2,0,1,1,0,1,2
202000006309,4,2,0,2,1,0,8,2
202000006310,3,2,0,3,1,0,1,2
202000006311,3,2,0,2,1,0,1,2
202000006312,3,2,0,1,1,0,1,2
202000006313,4,2,0,1,1,0,1,2
202000006314,3,2,0,2,1,0,8,2
202000006315,3,2,0,1,1,0,1,2
202000006316,3,2,0,2,1,5,1,2
202000006317,3,2,0,1,1,0,4,2
202000006318,3,2,0,1,1,0,1,2
202000006319,3,2,0,1,1,0,1,2
202000006320,4,2,0,1,1,5,1,2
202000006321,3,2,0,1,1,0,1,2
202000006322,3,2,0,1,1,0,1,2
202000006323,3,2,0,1,1,0,3,2
202000006324,3,2,0,2,9,8,1,2
202000006325,4,2,0,1,1,0,3,2
202000006326,9,2,0,2,1,0,1,2
202000006327,6,-1,0,1,1,0,1,1
202000006328,3,2,0,3,1,0,3,2
202000006329,3,3,0,1,1,5,1,1
202000006330,1,3,0,1,1,2,1,2
202000006331,4,3,1,1,1,6,1,2
202000006332,3,2,0,1,2,0,1,2
202000006333,3,2,0,2,1,0,1,2
202000006334,3,2,0,1,2,0,1,2
202000006335,3,2,0,1,1,0,1,2
202000006336,3,2,0,2,1,0,3,2
202000006337,3,2,0,1,1,0,3,2
202000006338,3,2,0,1,1,2,1,2
202000006339,2,2,0,1,1,0,1,2
202000006340,1,3,0,1,1,0,1,5
202000006341,4,1,1,1,1,0,5,1
202000006342,3,2,0,1,1,0,3,2
202000006343,3,2,0,1,1,0,1,2
202000006344,3,2,0,2,1,5,1,2
202000006345,3,2,0,2,1,0,1,2
202000006346,3,2,0,1,1,0,1,2
202000006347,3,2,0,1,1,9,1,2
202000006348,2,2,0,1,1,0,1,0
202000006349,4,2,0,2,1,0,1,2
202000006350,4,2,0,2,2,0,1,2
202000006351,3,2,0,1,2,5,1,2
202000006352,4,1,0,1,2,0,1,1
202000006353,4,2,0,1,1,2,8,2
202000006354,4,1,0,2,1,0,1,1
202000006355,4,2,0,1,2,0,1,2
202000006356,4,2,0,2,1,0,1,2
202000006357,1,3,0,1,1,0,1,2
202000006358,1,2,0,1,1,2,1,2
202000006359,1,1,0,1,1,9,1,3
202000006360,3,2,0,1,1,0,3,2
202000006361,3,2,0,1,1,0,1,2
202000006362,3,2,0,1,2,0,1,0
202000006363,4,2,0,1,1,0,8,3
202000006364,4,2,0,1,1,0,1,0
202000006365,3,2,1,1,1,5,1,10
202000006366,4,2,-1,1,1,0,1,-1
202000006367,3,2,0,2,2,0,1,2
202000006368,4,2,0,1,1,6,1,2
202000006369,3,2,0,1,1,0,1,2
202000006370,4,1,0,1,1,2,1,2
202000006371,4,3,0,1,2,0,1,6
202000006372,4,2,0,1,2,5,1,4
202000006373,4,1,0,1,2,0,1,1
202000006374,3,2,0,1,1,5,1,2
202000006375,3,2,0,1,1,0,8,1
202000006376,4,-1,0,1,1,0,1,4
202000006377,2,2,0,1,1,0,1,0
202000006378,2,2,0,1,1,0,1,0
202000006379,2,2,0,1,1,0,1,0
202000006380,2,2,0,1,1,0,1,0
202000006381,2,2,0,2,1,0,1,0
202000006382,4,2,0,2,1,0,1,0
202000006383,4,2,0,1,1,0,1,0
202000006384,3,2,0,1,1,0,1,0
202000006385,4,2,0,1,1,0,1,0
202000006386,4,2,0,2,1,0,1,0
202000006387,2,2,0,1,1,0,1,0
202000006388,2,2,0,1,1,0,1,0
202000006389,2,2,0,1,1,0,1,0
202000006390,2,2,0,1,1,0,1,0
202000006391,3,2,0,1,1,0,1,0
202000006392,3,2,0,1,1,0,1,0
202000006393,2,2,0,1,1,0,1,0
202000006394,4,2,0,2,1,0,1,0
202000006395,4,2,0,1,1,9,1,2
202000006396,1,-1,0,1,1,0,1,1
202000006397,3,-1,0,1,1,5,8,1
202000006398,4,2,0,1,1,0,1,2
202000006399,3,2,0,1,1,0,1,1
202000006400,2,2,0,1,1,0,1,0
202000006401,2,2,0,1,1,0,1,0
202000006402,2,2,0,1,1,0,1,0
202000006403,2,2,0,1,1,0,1,0
202000006404,3,2,0,1,1,0,1,0
202000006405,2,2,0,1,1,0,1,0
202000006406,5,-1,0,1,1,6,8,0
202000006407,4,1,1,1,1,0,1,1
202000006408,4,3,0,1,2,0,1,2
202000006409,3,2,0,2,1,0,1,0
202000006410,4,1,0,1,1,0,1,2
202000006411,3,-1,0,1,1,9,1,2
202000006412,4,1,0,1,1,0,1,1
202000006413,3,3,0,1,2,0,1,4
202000006414,3,1,0,1,1,0,8,2
202000006415,5,-1,0,2,1,9,8,1
202000006416,4,1,0,1,1,5,1,1
202000006417,6,-1,0,1,1,9,1,-1
202000006418,4,1,0,1,2,0,1,1
202000006419,3,2,0,1,2,0,1,2
202000006420,1,1,0,1,1,2,1,2
202000006421,4,-1,0,1,1,0,8,1
202000006422,2,2,0,1,1,0,1,0
202000006423,4,2,0,2,1,0,1,0
202000006424,4,2,0,1,1,0,1,0
202000006425,4,2,0,2,1,0,1,0
202000006426,4,2,0,1,1,0,1,0
202000006427,2,2,0,1,1,0,1,0
202000006428,2,2,0,1,2,0,1,3
202000006429,4,2,0,2,1,0,1,2
202000006430,4,2,0,1,1,0,1,2
202000006431,4,3,3,1,1,0,1,6
202000006432,3,3,0,1,1,0,1,4
202000006433,2,2,0,1,1,0,1,2
202000006434,3,2,0,1,1,9,8,2
202000006435,3,2,0,2,1,0,1,2
202000006436,6,-1,0,1,1,0,8,2
202000006437,2,2,0,1,1,0,1,2
202000006438,2,2,0,2,2,0,1,3
202000006439,3,2,0,1,1,5,1,2
202000006440,4,-1,0,1,9,0,8,2
202000006441,4,1,0,1,1,0,1,1
202000006442,2,2,0,1,1,0,1,0
202000006443,2,2,0,1,1,9,1,2
202000006444,4,3,0,1,1,0,1,1
202000006445,2,2,0,1,1,0,1,0
202000006446,2,2,0,1,1,0,1,0
202000006447,2,2,0,1,1,0,1,0
202000006448,4,1,0,1,1,0,1,0
202000006449,7,2,0,1,2,0,8,2
202000006450,4,2,0,1,1,0,1,3
202000006451,3,2,0,1,1,9,1,2
202000006452,1,3,0,1,1,0,1,4
202000006453,3,2,0,1,1,0,1,2
202000006454,7,3,0,1,2,0,1,2
202000006455,4,2,0,1,1,0,1,2
202000006456,4,1,0,1,2,0,1,1
202000006457,2,2,0,1,1,0,1,0
202000006458,4,2,0,1,1,0,1,0
202000006459,4,2,0,2,1,0,1,0
202000006460,4,2,0,1,1,0,1,0
202000006461,2,2,0,1,1,0,1,0
202000006462,4,2,0,1,1,0,1,0
202000006463,2,2,0,1,1,0,1,1
202000006464,4,2,0,1,2,0,1,3
202000006465,3,2,0,3,1,0,1,2
202000006466,3,1,0,1,1,0,1,1
202000006467,3,1,0,1,2,0,1,0
202000006468,4,2,0,1,1,9,1,2
202000006469,4,2,0,2,2,0,1,2
202000006470,7,1,0,1,2,6,1,2
202000006471,7,1,0,1,2,0,8,1
202000006472,4,1,1,2,1,0,5,1
202000006473,4,2,0,1,7,0,4,2
202000006474,4,2,0,1,1,0,1,2
202000006475,4,2,0,1,2,0,1,2
202000006476,4,2,2,1,1,0,1,4
202000006477,4,3,0,1,1,0,1,4
202000006478,4,1,0,1,2,6,1,4
202000006479,4,2,0,1,1,0,4,2
202000006480,3,2,0,1,1,0,1,2
202000006481,4,2,0,1,2,0,1,2
202000006482,3,2,0,1,9,0,1,2
202000006483,3,2,0,2,1,0,1,2
202000006484,3,2,0,1,2,0,3,2
202000006485,1,3,0,1,2,0,1,2
202000006486,4,2,0,2,1,8,1,2
202000006487,4,2,0,1,1,0,1,2
202000006488,4,2,0,1,1,0,1,2
202000006489,3,2,0,2,1,0,1,2
202000006490,4,1,0,1,1,9,1,3
202000006491,4,2,0,1,1,0,1,2
202000006492,4,2,0,1,1,0,1,2
202000006493,4,2,0,1,2,0,1,2
202000006494,3,2,0,1,1,0,1,2
202000006495,4,2,0,1,2,0,1,1
202000006496,4,2,0,1,1,0,1,2
202000006497,1,3,0,1,1,0,1,4
202000006498,4,2,0,1,1,0,1,3
202000006499,4,2,0,1,1,0,1,2
202000006500,4,2,0,1,1,0,8,1
202000006501,3,2,3,1,1,0,1,4
202000006502,4,2,0,1,1,9,1,2
202000006503,4,2,0,1,2,6,1,2
202000006504,3,2,0,2,1,0,1,3
202000006505,2,2,0,1,1,0,1,2
202000006506,7,2,0,1,1,0,3,2
202000006507,3,2,0,1,2,0,3,2
202000006508,1,-1,0,1,2,0,1,3
202000006509,4,2,0,1,1,0,1,2
202000006510,3,2,0,1,1,0,1,2
202000006511,3,2,0,2,2,0,1,2
202000006512,1,3,3,2,2,0,6,4
202000006513,2,2,0,3,7,0,1,2
202000006514,3,2,0,1,2,5,1,2
202000006515,2,2,0,1,1,0,1,2
202000006516,4,2,0,1,1,0,1,2
202000006517,4,2,0,1,1,0,1,0
202000006518,3,3,0,1,1,0,1,4
202000006519,4,1,3,1,1,0,1,2
202000006520,4,1,0,1,2,0,1,4
202000006521,3,2,0,1,2,0,1,2
202000006522,4,2,0,1,2,0,1,2
202000006523,4,2,0,1,1,0,3,2
202000006524,4,1,0,1,1,0,1,1
202000006525,4,1,0,2,1,0,1,1
202000006526,4,2,1,1,1,0,1,2
202000006527,4,3,0,1,2,0,1,2
202000006528,4,3,0,2,2,0,1,2
202000006529,4,2,0,1,1,0,1,3
202000006530,3,2,0,2,1,0,1,2
202000006531,6,-1,0,1,2,9,8,0
202000006532,3,3,0,1,1,5,1,4
202000006533,3,2,0,2,1,5,1,3
202000006534,1,3,0,1,1,0,1,4
202000006535,2,2,0,2,1,0,1,2
202000006536,3,2,0,1,1,0,1,2
202000006537,4,2,0,1,1,0,4,2
202000006538,3,2,0,1,1,0,1,2
202000006539,5,-1,0,1,1,0,8,1
202000006540,3,2,1,1,1,0,3,2
202000006541,1,1,0,1,1,0,1,4
202000006542,2,2,0,1,1,9,8,2
202000006543,4,1,0,1,1,0,1,3
202000006544,4,1,0,1,1,0,1,2
202000006545,4,1,0,1,1,0,1,4
202000006546,4,2,0,2,1,0,1,2
202000006547,4,2,0,1,1,0,1,4
202000006548,4,3,0,1,2,0,1,2
202000006549,4,2,0,1,1,8,1,5
202000006550,4,2,0,1,1,0,1,2
202000006551,4,3,0,1,1,0,1,2
